,,chisqr,redchi,_val,init_value,stderr,correl
1,97,106.23684854396296,0.732667920992848,"['0.688', '2.21', '3.69']","['0.497', '2.43', '3.07']","['0.9', '0.803', '2.65']","[{'tau1': '0.995', 'tau2': '0.997'} {'A1': '0.995', 'tau2': '0.984'}
 {'A1': '0.997', 'tau1': '0.984'}]"
1,98,121.24333584355209,0.830433807147617,"['0.619', '2.43', '3.08']","['0.497', '2.43', '3.07']","['1.49', '0.598', '1.71']","[{'tau1': '0.921', 'tau2': '0.973'} {'A1': '0.921', 'tau2': '0.806'}
 {'A1': '0.973', 'tau1': '0.806'}]"
1,99,109.35575927214066,0.7647255893156689,"['0.659', '2.24', '3.56']","['0.497', '2.43', '3.07']","['1.26', '1.09', '2.92']","[{'tau1': '0.996', 'tau2': '0.997'} {'A1': '0.996', 'tau2': '0.986'}
 {'A1': '0.997', 'tau1': '0.986'}]"
2,0,117.57114737790928,0.7684388717510411,"['0.582', '2.19', '3.43']","['0.497', '2.43', '3.07']","['0.464', '0.452', '0.798']","[{'tau1': '0.985', 'tau2': '0.99'} {'A1': '0.985', 'tau2': '0.953'}
 {'A1': '0.99', 'tau1': '0.953'}]"
2,1,132.01447344939808,0.8628396957476999,"['0.59', '2.43', '3.08']","['0.497', '2.43', '3.07']","['0.911', '0.378', '1.01']","[{'tau1': '0.885', 'tau2': '0.967'} {'A1': '0.885', 'tau2': '0.736'}
 {'A1': '0.967', 'tau1': '0.736'}]"
2,2,135.92143309263548,0.888375379690428,"['0.666', '2.21', '3.62']","['0.497', '2.43', '3.07']","['0.892', '0.836', '2.24']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,3,150.58765478792503,0.9907082551837173,"['0.727', '2.26', '3.64']","['0.497', '2.43', '3.07']","['0.532', '0.472', '1.55']","[{'tau1': '0.99', 'tau2': '0.993'} {'A1': '0.99', 'tau2': '0.967'}
 {'A1': '0.993', 'tau1': '0.967'}]"
2,4,134.51375566370717,0.8791748736190012,"['0.654', '2.22', '3.56']","['0.497', '2.43', '3.07']","['0.832', '0.757', '1.9']","[{'tau1': '0.996', 'tau2': '0.997'} {'A1': '0.996', 'tau2': '0.986'}
 {'A1': '0.997', 'tau1': '0.986'}]"
2,5,117.89194262687752,0.7705355727246896,"['0.65', '2.21', '3.58']","['0.497', '2.43', '3.07']","['0.811', '0.737', '1.91']","[{'tau1': '0.996', 'tau2': '0.998'} {'A1': '0.996', 'tau2': '0.988'}
 {'A1': '0.998', 'tau1': '0.988'}]"
2,6,123.59445789802143,0.8185063436955061,"['0.64', '2.06', '3.87']","['0.497', '2.43', '3.07']","['1.38', '1.55', '4.55']","[{'tau1': '0.999', 'tau2': '1'} {'A1': '0.999', 'tau2': '0.998'}
 {'A1': '1', 'tau1': '0.998'}]"
2,7,146.25613061178314,0.9559224222992362,"['0.67', '2.25', '3.55']","['0.497', '2.43', '3.07']","['1.29', '1.08', '3.06']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.993'}
 {'A1': '0.999', 'tau1': '0.993'}]"
2,8,124.54920713924353,0.8194026785476548,"['0.642', '2.25', '3.49']","['0.497', '2.43', '3.07']","['1.54', '1.28', '3.22']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.995'}
 {'A1': '0.999', 'tau1': '0.995'}]"
2,9,107.60040244244988,0.7078973844898018,"['0.689', '2.21', '3.68']","['0.497', '2.43', '3.07']","['0.685', '0.631', '1.97']","[{'tau1': '0.996', 'tau2': '0.998'} {'A1': '0.996', 'tau2': '0.988'}
 {'A1': '0.998', 'tau1': '0.988'}]"
2,10,127.81489368938196,0.846456249598556,"['0.613', '2.35', '3.26']","['0.497', '2.43', '3.07']","['1.65', '1.14', '2.15']","[{'tau1': '0.996', 'tau2': '0.997'} {'A1': '0.996', 'tau2': '0.985'}
 {'A1': '0.997', 'tau1': '0.985'}]"
2,11,132.87222081859215,0.8858148054572811,"['0.694', '2.21', '3.69']","['0.497', '2.43', '3.07']","['0.926', '0.835', '2.74']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.991'}
 {'A1': '0.998', 'tau1': '0.991'}]"
2,12,108.10567925125844,0.7159316506705856,"['0.123', '0.00654', '2.78']","['0.497', '2.43', '3.07']","['0.00852', '0.0278', '0.0225']","[{'tau1': '0.00451', 'tau2': '0.797'} {'A1': '0.00451', 'tau2': '0.00355'}
 {'A1': '0.797', 'tau1': '0.00355'}]"
2,13,115.84620804072975,0.7621461055311167,"['0.634', '2.43', '3.08']","['0.497', '2.43', '3.07']","['1.17', '0.417', '1.45']","[{'tau1': '0.929', 'tau2': '0.982'} {'A1': '0.929', 'tau2': '0.843'}
 {'A1': '0.982', 'tau1': '0.843'}]"
2,14,123.73308746052136,0.8087129899380481,"['0.572', '2.23', '3.36']","['0.497', '2.43', '3.07']","['2.37', '2.09', '3.6']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '0.999', 'tau1': '0.997'}]"
2,15,109.71715239779084,0.7171055712273912,"['0.663', '2.27', '3.5']","['0.497', '2.43', '3.07']","['3.61', '2.86', '7.91']","[{'tau1': '1', 'tau2': '1'} {'A1': '1', 'tau2': '0.999'}
 {'A1': '1', 'tau1': '0.999'}]"
2,16,131.1988672351506,0.8575089361774549,"['0.676', '2.3', '3.43']","['0.497', '2.43', '3.07']","['1.09', '0.82', '2.16']","[{'tau1': '0.995', 'tau2': '0.997'} {'A1': '0.995', 'tau2': '0.985'}
 {'A1': '0.997', 'tau1': '0.985'}]"
2,17,148.01205627297884,0.9737635281117029,"['0.645', '2.28', '3.44']","['0.497', '2.43', '3.07']","['1.31', '1.05', '2.5']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.989'}
 {'A1': '0.998', 'tau1': '0.989'}]"
2,18,143.54042492594132,0.938172711934257,"['0.553', '2.26', '3.3']","['0.497', '2.43', '3.07']","['14.7', '12', '19.9']","[{'tau1': '1', 'tau2': '1'} {'A1': '1', 'tau2': '1'}
 {'A1': '1', 'tau1': '1'}]"
2,19,106.86925747697084,0.707743426999807,"['0.71', '2.24', '3.67']","['0.497', '2.43', '3.07']","['0.682', '0.587', '2.05']","[{'tau1': '0.995', 'tau2': '0.997'} {'A1': '0.995', 'tau2': '0.985'}
 {'A1': '0.997', 'tau1': '0.985'}]"
2,20,125.75328280905597,0.821916881104941,"['0.657', '2.15', '3.73']","['0.497', '2.43', '3.07']","['2.7', '2.68', '7.8']","[{'tau1': '1', 'tau2': '1'} {'A1': '1', 'tau2': '0.999'}
 {'A1': '1', 'tau1': '0.999'}]"
2,21,125.75604881052122,0.8328215153014651,"['0.66', '2.27', '3.48']","['0.497', '2.43', '3.07']","['1.18', '0.934', '2.5']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,22,151.09583422909427,0.9875544720855834,"['0.618', '2.11', '3.69']","['0.497', '2.43', '3.07']","['1.34', '1.42', '3.47']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '0.999', 'tau1': '0.997'}]"
2,23,152.50900598470562,0.9967908887889256,"['0.719', '2.21', '3.74']","['0.497', '2.43', '3.07']","['1.37', '1.24', '4.57']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.996'}
 {'A1': '0.999', 'tau1': '0.996'}]"
2,24,140.81078294150893,0.9203319146503852,"['0.605', '2.33', '3.28']","['0.497', '2.43', '3.07']","['2.07', '1.57', '2.59']","[{'tau1': '0.998', 'tau2': '0.998'} {'A1': '0.998', 'tau2': '0.991'}
 {'A1': '0.998', 'tau1': '0.991'}]"
2,25,119.19855814477899,0.779075543429928,"['0.708', '2.14', '3.89']","['0.497', '2.43', '3.07']","['0.987', '1.01', '3.74']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '0.999', 'tau1': '0.997'}]"
2,26,124.50372174343676,0.8137498153165801,"['0.503', '2.43', '3.07']","['0.497', '2.43', '3.07']","['0.834', '0.547', '0.598']","[{'tau1': '0.94', 'tau2': '0.947'} {'A1': '0.94', 'tau2': '0.782'}
 {'A1': '0.947', 'tau1': '0.782'}]"
2,27,122.22773722320014,0.7988740994980401,"['0.628', '2.26', '3.45']","['0.497', '2.43', '3.07']","['1.72', '1.42', '3.25']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.995'}
 {'A1': '0.999', 'tau1': '0.995'}]"
2,28,110.60619258054777,0.7324913415930316,"['0.694', '2.12', '3.92']","['0.497', '2.43', '3.07']","['1.01', '1.04', '3.93']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '0.999', 'tau1': '0.997'}]"
2,29,138.15884762257662,0.9089397869906356,"['0.704', '2.18', '3.77']","['0.497', '2.43', '3.07']","['1.39', '1.36', '4.53']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '0.999', 'tau1': '0.997'}]"
2,30,126.04142442799171,0.8238001596600766,"['0.713', '2.13', '3.95']","['0.497', '2.43', '3.07']","['1.46', '1.53', '5.9']","[{'tau1': '1', 'tau2': '1'} {'A1': '1', 'tau2': '0.999'}
 {'A1': '1', 'tau1': '0.999'}]"
2,31,122.41065126015522,0.8000696160794459,"['0.614', '2.43', '3.07']","['0.497', '2.43', '3.07']","['0.939', '0.463', '0.914']","[{'tau1': '0.949', 'tau2': '0.966'} {'A1': '0.949', 'tau2': '0.835'}
 {'A1': '0.966', 'tau1': '0.835'}]"
2,32,105.287669881991,0.6881547051110523,"['0.566', '2.24', '3.38']","['0.497', '2.43', '3.07']","['1.23', '1.1', '1.88']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.991'}
 {'A1': '0.998', 'tau1': '0.991'}]"
2,33,106.85613362935678,0.6984061021526586,"['0.526', '2.34', '3.18']","['0.497', '2.43', '3.07']","['3.1', '2.23', '3.14']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.996'}
 {'A1': '0.999', 'tau1': '0.996'}]"
2,34,136.2898082848796,0.8966434755584184,"['0.704', '2.21', '3.7']","['0.497', '2.43', '3.07']","['0.887', '0.848', '2.61']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.992'}
 {'A1': '0.998', 'tau1': '0.992'}]"
2,35,130.28869798634554,0.851560117557814,"['0.534', '2.43', '3.07']","['0.497', '2.43', '3.07']","['1.16', '0.658', '0.903']","[{'tau1': '0.964', 'tau2': '0.974'} {'A1': '0.964', 'tau2': '0.878'}
 {'A1': '0.974', 'tau1': '0.878'}]"
2,36,108.09463652920246,0.7065008923477285,"['0.7', '2.24', '3.62']","['0.497', '2.43', '3.07']","['0.574', '0.501', '1.57']","[{'tau1': '0.993', 'tau2': '0.996'} {'A1': '0.993', 'tau2': '0.979'}
 {'A1': '0.996', 'tau1': '0.979'}]"
2,37,141.22726213768735,0.9352798817065388,"['0.71', '2.25', '3.62']","['0.497', '2.43', '3.07']","['0.632', '0.547', '1.75']","[{'tau1': '0.992', 'tau2': '0.995'} {'A1': '0.992', 'tau2': '0.975'}
 {'A1': '0.995', 'tau1': '0.975'}]"
2,38,138.28458161067377,0.903820794841005,"['0.671', '2.34', '3.32']","['0.497', '2.43', '3.07']","['1', '0.71', '1.58']","[{'tau1': '0.992', 'tau2': '0.993'} {'A1': '0.992', 'tau2': '0.97'}
 {'A1': '0.993', 'tau1': '0.97'}]"
2,39,130.69651324934966,0.854225576793135,"['0.545', '2.27', '3.26']","['0.497', '2.43', '3.07']","['1.91', '1.65', '2.24']","[{'tau1': '0.998', 'tau2': '0.998'} {'A1': '0.998', 'tau2': '0.992'}
 {'A1': '0.998', 'tau1': '0.992'}]"
2,40,135.75834751237184,0.8873094608651755,"['0.551', '2.43', '3.08']","['0.497', '2.43', '3.07']","['1.02', '0.387', '1.11']","[{'tau1': '0.86', 'tau2': '0.974'} {'A1': '0.86', 'tau2': '0.724'}
 {'A1': '0.974', 'tau1': '0.724'}]"
2,41,166.9429437931928,1.0911303515894955,"['0.705', '2.2', '3.74']","['0.497', '2.43', '3.07']","['1.73', '1.6', '5.55']","[{'tau1': '0.999', 'tau2': '1'} {'A1': '0.999', 'tau2': '0.998'}
 {'A1': '1', 'tau1': '0.998'}]"
2,42,160.8074063649882,1.0510287997711647,"['0.682', '2.28', '3.5']","['0.497', '2.43', '3.07']","['1.22', '0.948', '2.78']","[{'tau1': '0.996', 'tau2': '0.998'} {'A1': '0.996', 'tau2': '0.989'}
 {'A1': '0.998', 'tau1': '0.989'}]"
2,43,126.35492181039294,0.8312823803315325,"['0.534', '2.43', '3.07']","['0.497', '2.43', '3.07']","['0.505', '0.375', '0.415']","[{'tau1': '0.845', 'tau2': '0.825'} {'A1': '0.845', 'tau2': '0.398'}
 {'A1': '0.825', 'tau1': '0.398'}]"
2,44,127.03552535895886,0.8302975513657442,"['0.623', '2.35', '3.28']","['0.497', '2.43', '3.07']","['2.56', '1.7', '3.64']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.995'}
 {'A1': '0.999', 'tau1': '0.995'}]"
2,45,126.77209569203482,0.8285757888368289,"['0.543', '2.34', '3.19']","['0.497', '2.43', '3.07']","['0.729', '0.557', '0.742']","[{'tau1': '0.976', 'tau2': '0.979'} {'A1': '0.976', 'tau2': '0.913'}
 {'A1': '0.979', 'tau1': '0.913'}]"
2,46,96.92190052505177,0.6334764740199462,"['0.624', '2.24', '3.48']","['0.497', '2.43', '3.07']","['0.904', '0.816', '1.71']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.989'}
 {'A1': '0.998', 'tau1': '0.989'}]"
2,47,134.3169981205105,0.8895165438444405,"['0.651', '2.24', '3.54']","['0.497', '2.43', '3.07']","['2.26', '1.93', '5.07']","[{'tau1': '0.999', 'tau2': '1'} {'A1': '0.999', 'tau2': '0.998'}
 {'A1': '1', 'tau1': '0.998'}]"
2,48,125.12020888496794,0.8177791430390061,"['0.607', '2.33', '3.29']","['0.497', '2.43', '3.07']","['2.51', '1.73', '3.56']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.995'}
 {'A1': '0.999', 'tau1': '0.995'}]"
2,49,129.53272574003248,0.8521889851317926,"['0.655', '2.26', '3.49']","['0.497', '2.43', '3.07']","['1.17', '0.949', '2.47']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,50,116.6729746605921,0.7625684618339353,"['0.556', '2.31', '3.23']","['0.497', '2.43', '3.07']","['2.41', '1.73', '2.92']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.994'}
 {'A1': '0.999', 'tau1': '0.994'}]"
2,51,121.53997660394737,0.7943789320519435,"['0.695', '2.21', '3.69']","['0.497', '2.43', '3.07']","['0.68', '0.632', '2.01']","[{'tau1': '0.996', 'tau2': '0.998'} {'A1': '0.996', 'tau2': '0.987'}
 {'A1': '0.998', 'tau1': '0.987'}]"
2,52,161.12224163316455,1.0741482775544304,"['0.119', '0.0224', '2.74']","['0.497', '2.43', '3.07']","['0.0116', '0.0772', '0.0293']","[{'tau1': '0.38', 'tau2': '0.823'} {'A1': '0.38', 'tau2': '0.31'}
 {'A1': '0.823', 'tau1': '0.31'}]"
2,53,98.72096181009476,0.6537812040403627,"['0.576', '2.43', '3.07']","['0.497', '2.43', '3.07']","['1.05', '0.436', '1.09']","[{'tau1': '0.933', 'tau2': '0.98'} {'A1': '0.933', 'tau2': '0.843'}
 {'A1': '0.98', 'tau1': '0.843'}]"
2,54,158.94749904228613,1.03887254276004,"['0.63', '2.35', '3.28']","['0.497', '2.43', '3.07']","['2.03', '1.35', '2.88']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.989'}
 {'A1': '0.998', 'tau1': '0.989'}]"
2,55,123.70852692689974,0.808552463574508,"['0.637', '2.2', '3.58']","['0.497', '2.43', '3.07']","['0.893', '0.839', '2.05']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,56,133.63384253037748,0.8791700166472203,"['0.7', '2.24', '3.62']","['0.497', '2.43', '3.07']","['0.566', '0.509', '1.51']","[{'tau1': '0.992', 'tau2': '0.994'} {'A1': '0.992', 'tau2': '0.973'}
 {'A1': '0.994', 'tau1': '0.973'}]"
2,57,103.25606997652915,0.6748762743563996,"['0.599', '2.43', '3.07']","['0.497', '2.43', '3.07']","['0.839', '0.409', '0.817']","[{'tau1': '0.939', 'tau2': '0.965'} {'A1': '0.939', 'tau2': '0.818'}
 {'A1': '0.965', 'tau1': '0.818'}]"
2,58,108.52156929359776,0.7139576927210379,"['0.68', '2.27', '3.5']","['0.497', '2.43', '3.07']","['0.744', '0.617', '1.63']","[{'tau1': '0.994', 'tau2': '0.996'} {'A1': '0.994', 'tau2': '0.98'}
 {'A1': '0.996', 'tau1': '0.98'}]"
2,59,133.0161598336212,0.8693866655792235,"['0.701', '2.26', '3.56']","['0.497', '2.43', '3.07']","['0.643', '0.54', '1.62']","[{'tau1': '0.992', 'tau2': '0.995'} {'A1': '0.992', 'tau2': '0.975'}
 {'A1': '0.995', 'tau1': '0.975'}]"
2,60,112.75131617119766,0.7417849748105109,"['0.667', '2.2', '3.64']","['0.497', '2.43', '3.07']","['0.779', '0.748', '1.99']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,61,110.85026789563261,0.7292780782607409,"['0.0986', '0.059', '2.8']","['0.497', '2.43', '3.07']","['0.00951', '0.0537', '0.0238']","[{'tau1': '0.327', 'tau2': '0.819'} {'A1': '0.327', 'tau2': '0.262'}
 {'A1': '0.819', 'tau1': '0.262'}]"
2,62,163.89647728050682,1.0712188057549465,"['0.668', '2.18', '3.68']","['0.497', '2.43', '3.07']","['2.37', '2.32', '6.45']","[{'tau1': '1', 'tau2': '1'} {'A1': '1', 'tau2': '0.999'}
 {'A1': '1', 'tau1': '0.999'}]"
2,63,130.64602513202976,0.8595133232370379,"['0.656', '2.25', '3.52']","['0.497', '2.43', '3.07']","['1.41', '1.18', '3.14']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.994'}
 {'A1': '0.999', 'tau1': '0.994'}]"
2,64,126.23460922047795,0.8304908501347233,"['0.702', '2.21', '3.72']","['0.497', '2.43', '3.07']","['1.17', '1.08', '3.61']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.995'}
 {'A1': '0.999', 'tau1': '0.995'}]"
2,65,103.89195694699565,0.6880262049469911,"['0.554', '2.28', '3.26']","['0.497', '2.43', '3.07']","['1.03', '0.841', '1.24']","[{'tau1': '0.993', 'tau2': '0.995'} {'A1': '0.993', 'tau2': '0.976'}
 {'A1': '0.995', 'tau1': '0.976'}]"
2,66,139.603846824817,0.9184463606895855,"['0.666', '2.3', '3.42']","['0.497', '2.43', '3.07']","['1.08', '0.812', '2.09']","[{'tau1': '0.995', 'tau2': '0.996'} {'A1': '0.995', 'tau2': '0.983'}
 {'A1': '0.996', 'tau1': '0.983'}]"
2,67,112.8046259376773,0.7421356969584033,"['0.652', '2.25', '3.5']","['0.497', '2.43', '3.07']","['1.03', '0.849', '2.23']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,68,138.61281869566523,0.9240854579711015,"['0.617', '2.1', '3.68']","['0.497', '2.43', '3.07']","['1.71', '1.8', '4.46']","[{'tau1': '0.999', 'tau2': '1'} {'A1': '0.999', 'tau2': '0.998'}
 {'A1': '1', 'tau1': '0.998'}]"
2,69,120.25706090248778,0.7911648743584723,"['0.704', '2.26', '3.6']","['0.497', '2.43', '3.07']","['0.806', '0.668', '2.18']","[{'tau1': '0.995', 'tau2': '0.997'} {'A1': '0.995', 'tau2': '0.986'}
 {'A1': '0.997', 'tau1': '0.986'}]"
2,70,128.57365873472068,0.8403507106844489,"['0.556', '2.43', '3.08']","['0.497', '2.43', '3.07']","['2.41', '0.676', '2.76']","[{'tau1': '0.959', 'tau2': '0.996'} {'A1': '0.959', 'tau2': '0.93'}
 {'A1': '0.996', 'tau1': '0.93'}]"
2,71,131.37664565761557,0.8586708866510822,"['0.763', '2.24', '3.8']","['0.497', '2.43', '3.07']","['0.75', '0.661', '2.97']","[{'tau1': '0.997', 'tau2': '0.998'} {'A1': '0.997', 'tau2': '0.99'}
 {'A1': '0.998', 'tau1': '0.99'}]"
2,72,132.49558013307967,0.8716814482439452,"['0.73', '2.28', '3.58']","['0.497', '2.43', '3.07']","['0.884', '0.702', '2.46']","[{'tau1': '0.996', 'tau2': '0.997'} {'A1': '0.996', 'tau2': '0.986'}
 {'A1': '0.997', 'tau1': '0.986'}]"
2,73,122.05107251376597,0.7977194281945489,"['0.665', '2.37', '3.26']","['0.497', '2.43', '3.07']","['3.38', '2.01', '5.07']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.996'}
 {'A1': '0.999', 'tau1': '0.996'}]"
2,74,104.46318641406708,0.6827659242749482,"['0.652', '2.29', '3.43']","['0.497', '2.43', '3.07']","['0.793', '0.634', '1.49']","[{'tau1': '0.994', 'tau2': '0.996'} {'A1': '0.994', 'tau2': '0.979'}
 {'A1': '0.996', 'tau1': '0.979'}]"
2,75,144.2571107949667,0.942856933300436,"['0.692', '2.22', '3.66']","['0.497', '2.43', '3.07']","['0.8', '0.726', '2.27']","[{'tau1': '0.996', 'tau2': '0.998'} {'A1': '0.996', 'tau2': '0.988'}
 {'A1': '0.998', 'tau1': '0.988'}]"
2,76,112.6915496349657,0.7463016532116934,"['0.673', '2.25', '3.55']","['0.497', '2.43', '3.07']","['1.82', '1.52', '4.3']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '0.999', 'tau1': '0.997'}]"
2,77,122.8278275131105,0.8027962582556242,"['0.587', '2.18', '3.49']","['0.497', '2.43', '3.07']","['2.61', '2.45', '5.05']","[{'tau1': '1', 'tau2': '1'} {'A1': '1', 'tau2': '0.999'}
 {'A1': '1', 'tau1': '0.999'}]"
2,78,143.01347926350752,0.934728622637304,"['0.595', '2.18', '3.54']","['0.497', '2.43', '3.07']","['1.19', '1.15', '2.44']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.993'}
 {'A1': '0.999', 'tau1': '0.993'}]"
2,79,125.72853937906963,0.8217551593403244,"['0.636', '2.35', '3.27']","['0.497', '2.43', '3.07']","['1.38', '0.95', '1.91']","[{'tau1': '0.995', 'tau2': '0.996'} {'A1': '0.995', 'tau2': '0.982'}
 {'A1': '0.996', 'tau1': '0.982'}]"
2,80,153.77575418191807,1.0050702887707064,"['0.708', '2.26', '3.59']","['0.497', '2.43', '3.07']","['0.679', '0.574', '1.8']","[{'tau1': '0.993', 'tau2': '0.995'} {'A1': '0.993', 'tau2': '0.976'}
 {'A1': '0.995', 'tau1': '0.976'}]"
2,81,138.15591141937608,0.9029798131985365,"['0.687', '2.3', '3.46']","['0.497', '2.43', '3.07']","['0.789', '0.626', '1.63']","[{'tau1': '0.993', 'tau2': '0.994'} {'A1': '0.993', 'tau2': '0.974'}
 {'A1': '0.994', 'tau1': '0.974'}]"
2,82,103.22793942478845,0.674692414541101,"['0.5', '2.43', '3.07']","['0.497', '2.43', '3.07']","['1.31', '0.793', '0.936']","[{'tau1': '0.979', 'tau2': '0.984'} {'A1': '0.979', 'tau2': '0.927'}
 {'A1': '0.984', 'tau1': '0.927'}]"
2,83,129.75255739844513,0.8536352460424022,"['0.696', '2.24', '3.63']","['0.497', '2.43', '3.07']","['0.736', '0.649', '1.99']","[{'tau1': '0.995', 'tau2': '0.997'} {'A1': '0.995', 'tau2': '0.984'}
 {'A1': '0.997', 'tau1': '0.984'}]"
2,84,113.69267062230318,0.7430893504725699,"['0.658', '2.27', '3.49']","['0.497', '2.43', '3.07']","['0.923', '0.753', '1.93']","[{'tau1': '0.996', 'tau2': '0.997'} {'A1': '0.996', 'tau2': '0.987'}
 {'A1': '0.997', 'tau1': '0.987'}]"
2,85,151.0202862643834,0.9870606945384536,"['0.705', '2.22', '3.68']","['0.497', '2.43', '3.07']","['0.65', '0.602', '1.88']","[{'tau1': '0.994', 'tau2': '0.996'} {'A1': '0.994', 'tau2': '0.982'}
 {'A1': '0.996', 'tau1': '0.982'}]"
2,86,152.52483209001872,1.0100982257617133,"['0.674', '2.3', '3.42']","['0.497', '2.43', '3.07']","['0.915', '0.712', '1.76']","[{'tau1': '0.992', 'tau2': '0.994'} {'A1': '0.992', 'tau2': '0.973'}
 {'A1': '0.994', 'tau1': '0.973'}]"
2,87,113.13154503295932,0.7394218629605185,"['0.612', '2.37', '3.22']","['0.497', '2.43', '3.07']","['3.57', '2.22', '4.48']","[{'tau1': '0.999', 'tau2': '0.999'} {'A1': '0.999', 'tau2': '0.996'}
 {'A1': '0.999', 'tau1': '0.996'}]"
2,88,120.69203352852219,0.7940265363718565,"['0.621', '2.32', '3.32']","['0.497', '2.43', '3.07']","['1.49', '1.1', '2.22']","[{'tau1': '0.996', 'tau2': '0.997'} {'A1': '0.996', 'tau2': '0.988'}
 {'A1': '0.997', 'tau1': '0.988'}]"
2,89,122.44335376447464,0.8055483800294384,"['0.678', '2.22', '3.64']","['0.497', '2.43', '3.07']","['1.08', '0.955', '2.9']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.993'}
 {'A1': '0.999', 'tau1': '0.993'}]"
2,90,99.39904456573093,0.6496669579459539,"['0.521', '2.33', '3.19']","['0.497', '2.43', '3.07']","['2.35', '1.89', '2.26']","[{'tau1': '0.998', 'tau2': '0.998'} {'A1': '0.998', 'tau2': '0.994'}
 {'A1': '0.998', 'tau1': '0.994'}]"
2,91,130.76740509278642,0.8546889221750746,"['0.608', '2.33', '3.3']","['0.497', '2.43', '3.07']","['2.14', '1.52', '3.05']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.993'}
 {'A1': '0.999', 'tau1': '0.993'}]"
2,92,116.60971481300524,0.762154998777812,"['0.559', '2.24', '3.35']","['0.497', '2.43', '3.07']","['1.74', '1.51', '2.56']","[{'tau1': '0.998', 'tau2': '0.999'} {'A1': '0.998', 'tau2': '0.995'}
 {'A1': '0.999', 'tau1': '0.995'}]"
2,93,123.33452533413407,0.811411350882461,"['0.66', '2.22', '3.58']","['0.497', '2.43', '3.07']","['0.739', '0.68', '1.72']","[{'tau1': '0.995', 'tau2': '0.997'} {'A1': '0.995', 'tau2': '0.984'}
 {'A1': '0.997', 'tau1': '0.984'}]"
2,94,135.59833278867004,0.8920942946623028,"['0.673', '2.24', '3.58']","['0.497', '2.43', '3.07']","['2.06', '1.71', '5.17']","[{'tau1': '0.999', 'tau2': '1'} {'A1': '0.999', 'tau2': '0.997'}
 {'A1': '1', 'tau1': '0.997'}]"
