,,,A1,tau1,tau2
5,0,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
5,1,_val,0.5534626814039405,2.294308976970748,3.242446984147138
5,1,init_value,0.497,2.43,3.07
5,1,stderr,1.8546793200292975,1.4533722676012224,2.193795246082219
5,1,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,2,_val,0.6389137162136123,2.24185471559035,3.47996994951139
5,2,init_value,0.497,2.43,3.07
5,2,stderr,0.4366124846523476,0.3866440825578144,0.8515318658409948
5,2,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,3,_val,0.6324306631198398,2.268291030565928,3.4255686218968497
5,3,init_value,0.497,2.43,3.07
5,3,stderr,0.5184382423406201,0.43380491941502813,0.9232380318165205
5,3,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,4,_val,0.5535792692143513,2.2819652631136864,3.2656341697985685
5,4,init_value,0.497,2.43,3.07
5,4,stderr,0.4479226927819218,0.3686436836959854,0.5486214327571574
5,4,correl,"{'tau1': '0.996', 'tau2': '0.997'}","{'A1': '0.996', 'tau2': '0.986'}","{'A1': '0.997', 'tau1': '0.986'}"
5,5,_val,0.4469777832779407,2.495630694465089,2.9570358459399277
5,5,init_value,0.497,2.43,3.07
5,5,stderr,10.27356376287246,4.994256158595374,4.564444591511559
5,5,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,6,_val,0.5836801765521793,2.377563872783199,3.179720782289908
5,6,init_value,0.497,2.43,3.07
5,6,stderr,1.7214006319393078,1.1192596679883398,1.7837156842395103
5,6,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,7,_val,0.5346042090839969,2.3271637315989966,3.20123306138711
5,7,init_value,0.497,2.43,3.07
5,7,stderr,1.355139523700881,1.0157989392698676,1.4106801519188488
5,7,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,8,_val,0.4959740579904841,2.4296349553177556,3.0707393522276467
5,8,init_value,0.497,2.43,3.07
5,8,stderr,0.6453193638594162,0.37230348698237997,0.4685873026624064
5,8,correl,"{'tau1': '0.986', 'tau2': '0.992'}","{'A1': '0.986', 'tau2': '0.956'}","{'A1': '0.992', 'tau1': '0.956'}"
5,9,_val,0.5432144219108936,2.3312709847854456,3.1844709248865684
5,9,init_value,0.497,2.43,3.07
5,9,stderr,1.2573359448066646,0.9198798871656012,1.284281742652135
5,9,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
5,10,_val,0.4675890617091232,2.4743422664564174,2.987668375050528
5,10,init_value,0.497,2.43,3.07
5,10,stderr,2.8120344452266752,1.4965882887981217,1.4121511498829469
5,10,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
5,11,_val,0.5197381834248587,2.3692037808667994,3.1413502841636607
5,11,init_value,0.497,2.43,3.07
5,11,stderr,1.7316875821773634,1.1793323450231947,1.5356286856324057
5,11,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,12,_val,0.46108137270073213,2.556084047526541,2.9486789310972816
5,12,init_value,0.497,2.43,3.07
5,12,stderr,3.974689647855107,1.5809356211304515,1.5550638044599534
5,12,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,13,_val,0.6354690474947504,2.23408387157321,3.4912547495347788
5,13,init_value,0.497,2.43,3.07
5,13,stderr,0.39728185169781194,0.35443880350613877,0.7881211396638019
5,13,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,14,_val,0.5063749008914933,2.4284936760634754,3.071571780953108
5,14,init_value,0.497,2.43,3.07
5,14,stderr,0.3002084579028489,0.190161517407844,0.22039762267236923
5,14,correl,"{'tau1': '0.939', 'tau2': '0.955'}","{'A1': '0.939', 'tau2': '0.796'}","{'A1': '0.955', 'tau1': '0.796'}"
5,15,_val,0.5604997088481849,2.2679302036645534,3.297627030141591
5,15,init_value,0.497,2.43,3.07
5,15,stderr,0.8149995972844846,0.6731268543714032,1.0846757278912964
5,15,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
5,16,_val,0.456891868756496,2.5994383796140488,2.9145561056204508
5,16,init_value,0.497,2.43,3.07
5,16,stderr,6.872727942755194,2.1080224281216333,2.2269092001398594
5,16,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,17,_val,0.536451551188647,2.352507405716383,3.156178105393769
5,17,init_value,0.497,2.43,3.07
5,17,stderr,1.233783089111463,0.8617878003117013,1.1662197806537618
5,17,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
5,18,_val,0.5605764683280741,2.389548740926368,3.149960005842325
5,18,init_value,0.497,2.43,3.07
5,18,stderr,1.8735613744439799,1.1936078603637286,1.7512208661064383
5,18,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,19,_val,0.5558531269932923,2.2849782517520834,3.2600472462997283
5,19,init_value,0.497,2.43,3.07
5,19,stderr,0.5796201587422771,0.46591176410629737,0.7114033043184339
5,19,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,20,_val,0.5294770465246699,2.3550256763114947,3.180613770840102
5,20,init_value,0.497,2.43,3.07
5,20,stderr,1.5571655190920322,1.11666687576709,1.5065184090865642
5,20,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '0.999', 'tau1': '0.998'}"
5,21,_val,0.5543509685002894,2.281550751355793,3.276582671253636
5,21,init_value,0.497,2.43,3.07
5,21,stderr,1.2290384016362619,0.9914185024314949,1.5546787851592434
5,21,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,22,_val,0.5742817561218929,2.3845934892736658,3.1673642005113978
5,22,init_value,0.497,2.43,3.07
5,22,stderr,2.8820641627884713,1.802961505258736,2.9192914709550237
5,22,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,23,_val,0.5347475854926804,2.330960929543959,3.191055916672867
5,23,init_value,0.497,2.43,3.07
5,23,stderr,0.5910102175702832,0.4408112838452942,0.6021441239376479
5,23,correl,"{'tau1': '0.996', 'tau2': '0.997'}","{'A1': '0.996', 'tau2': '0.988'}","{'A1': '0.997', 'tau1': '0.988'}"
5,24,_val,0.5794747423183397,2.3796382293412646,3.171681953495902
5,24,init_value,0.497,2.43,3.07
5,24,stderr,5.333820359181782,3.4962583457880516,5.3318490493133
5,24,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '1'}","{'A1': '1', 'tau1': '1'}"
5,25,_val,0.6079553991285105,2.336684101306127,3.2718422167433676
5,25,init_value,0.497,2.43,3.07
5,25,stderr,0.6579078132258004,0.47792575194547554,0.8540385288936694
5,25,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.99'}","{'A1': '0.998', 'tau1': '0.99'}"
5,26,_val,0.593899694745029,2.357004474970894,3.2283832915714816
5,26,init_value,0.497,2.43,3.07
5,26,stderr,1.0257158306979237,0.6908013775986234,1.2192832172707682
5,26,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
5,27,_val,0.5729765756032097,2.389631098639433,3.1537040822226716
5,27,init_value,0.497,2.43,3.07
5,27,stderr,1.4559253050119696,0.9119376564442788,1.4079588305963675
5,27,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
5,28,_val,0.5380261230004215,2.360118596820484,3.201400697875555
5,28,init_value,0.497,2.43,3.07
5,28,stderr,0.44124162348798723,0.3266150010506147,0.4391344173108115
5,28,correl,"{'tau1': '0.99', 'tau2': '0.993'}","{'A1': '0.99', 'tau2': '0.966'}","{'A1': '0.993', 'tau1': '0.966'}"
5,29,_val,0.6346667850806944,2.2901243366976076,3.3882965049050853
5,29,init_value,0.497,2.43,3.07
5,29,stderr,0.5357083955988254,0.4214112263484745,0.9116725001404388
5,29,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,30,_val,0.5284559772014934,2.333340241645802,3.1853103492147863
5,30,init_value,0.497,2.43,3.07
5,30,stderr,3.251655694822454,2.4658092790241617,3.1815290954785933
5,30,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,31,_val,0.5730660210412375,2.241939474286512,3.341837405542658
5,31,init_value,0.497,2.43,3.07
5,31,stderr,0.6660476354585003,0.576436076509306,0.9766377864730089
5,31,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
5,32,_val,0.5367218923267576,2.323618902835224,3.2151173903040196
5,32,init_value,0.497,2.43,3.07
5,32,stderr,1.68295806622632,1.2851798818977902,1.791711412366245
5,32,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,33,_val,0.5378548641565921,2.3409590598928323,3.1734987223677837
5,33,init_value,0.497,2.43,3.07
5,33,stderr,0.6122885987483245,0.4443220749791769,0.6030418834838213
5,33,correl,"{'tau1': '0.995', 'tau2': '0.996'}","{'A1': '0.995', 'tau2': '0.983'}","{'A1': '0.996', 'tau1': '0.983'}"
5,34,_val,0.46562039036224556,2.531334715852611,2.9794106882366718
5,34,init_value,0.497,2.43,3.07
5,34,stderr,6.2425250956409215,2.8038520662262116,2.8092668282126736
5,34,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,35,_val,0.5560723759682449,2.2762812075412104,3.2739178539955356
5,35,init_value,0.497,2.43,3.07
5,35,stderr,0.5776024285901475,0.47841653968961456,0.7226854533257265
5,35,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.99'}","{'A1': '0.998', 'tau1': '0.99'}"
5,36,_val,0.5272788769305488,2.3488052975994553,3.170165631389768
5,36,init_value,0.497,2.43,3.07
5,36,stderr,1.5366837142406407,1.0913115301930962,1.4824095284294778
5,36,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,37,_val,0.34555689917662136,2.781530199530771,2.781529981896331
5,37,init_value,0.497,2.43,3.07
5,37,stderr,436.1065420248878,0.12619943348180612,0.06682320693336091
5,37,correl,"{'tau1': '0.183', 'tau2': '-0.185'}","{'A1': '0.183', 'tau2': '-0.992'}","{'A1': '-0.185', 'tau1': '-0.992'}"
5,38,_val,0.5167041163231127,2.3803783265059413,3.1448474167144926
5,38,init_value,0.497,2.43,3.07
5,38,stderr,1.2256013500250158,0.8395949977169236,1.0612242090488644
5,38,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
5,39,_val,0.5240478537767344,2.3746807952177287,3.1272070478753733
5,39,init_value,0.497,2.43,3.07
5,39,stderr,2.1366372166694254,1.436485747782554,1.8286756217325388
5,39,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,40,_val,0.5232445080051529,2.3609515655622757,3.1615746209483717
5,40,init_value,0.497,2.43,3.07
5,40,stderr,1.6912759444935477,1.186933313093374,1.5677410329620922
5,40,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,41,_val,0.6366580011994334,2.2753718356244423,3.415749744484706
5,41,init_value,0.497,2.43,3.07
5,41,stderr,0.4782511558120045,0.3967170908314565,0.8397222330936759
5,41,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,42,_val,0.5136219005647522,2.396942421127319,3.1196760558714276
5,42,init_value,0.497,2.43,3.07
5,42,stderr,2.1325480177868243,1.3703957954578543,1.7490219062988699
5,42,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,43,_val,0.6505381687298608,2.2320014859195125,3.5199202574163433
5,43,init_value,0.497,2.43,3.07
5,43,stderr,0.3264237418391091,0.28934611042432595,0.697424771029658
5,43,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,44,_val,0.5463223841642886,2.316006000343399,3.2064078291020612
5,44,init_value,0.497,2.43,3.07
5,44,stderr,0.6881697035287495,0.5243652886540652,0.7394555082797988
5,44,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,45,_val,0.5870628310045307,2.2310303658842487,3.3625879504553042
5,45,init_value,0.497,2.43,3.07
5,45,stderr,1.0635343305086808,0.9217612784579916,1.6635248113544048
5,45,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,46,_val,0.5465901516809648,2.324497639926678,3.195518593884148
5,46,init_value,0.497,2.43,3.07
5,46,stderr,0.8356182626846614,0.6197350058776562,0.8808686118651149
5,46,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,47,_val,0.5104021896838873,2.375364789478198,3.159980338655669
5,47,init_value,0.497,2.43,3.07
5,47,stderr,1.4833201384801065,1.0493687150869646,1.308240034572561
5,47,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.996'}","{'A1': '0.999', 'tau1': '0.996'}"
5,48,_val,0.5301295403928081,2.342363692735685,3.1732551666302973
5,48,init_value,0.497,2.43,3.07
5,48,stderr,0.938103053374074,0.6810946747360007,0.911187661214387
5,48,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.994'}","{'A1': '0.999', 'tau1': '0.994'}"
5,49,_val,0.4483894011920526,2.498936382656914,2.9527362014023155
5,49,init_value,0.497,2.43,3.07
5,49,stderr,10.16141124986252,4.744880149828177,4.529460631230002
5,49,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,50,_val,0.5573573988710938,2.2765229886474323,3.2781429607441623
5,50,init_value,0.497,2.43,3.07
5,50,stderr,0.32161438704213224,0.26864358660815496,0.4061050996755315
5,50,correl,"{'tau1': '0.992', 'tau2': '0.994'}","{'A1': '0.992', 'tau2': '0.973'}","{'A1': '0.994', 'tau1': '0.973'}"
5,51,_val,0.5482903189809154,2.3442007374074,3.17024127380257
5,51,init_value,0.497,2.43,3.07
5,51,stderr,0.984674966589142,0.6871285415645426,0.9894846074095255
5,51,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.993'}","{'A1': '0.998', 'tau1': '0.993'}"
5,52,_val,0.5612523100157603,2.283394247310217,3.266364629011238
5,52,init_value,0.497,2.43,3.07
5,52,stderr,0.44691721916330013,0.355859448897559,0.5654744726954838
5,52,correl,"{'tau1': '0.995', 'tau2': '0.997'}","{'A1': '0.995', 'tau2': '0.984'}","{'A1': '0.997', 'tau1': '0.984'}"
5,53,_val,0.47319242827556685,2.4297114868334218,3.0701903097685435
5,53,init_value,0.497,2.43,3.07
5,53,stderr,0.8320234567354098,0.5319300668779023,0.54756125535734
5,53,correl,"{'tau1': '0.992', 'tau2': '0.994'}","{'A1': '0.992', 'tau2': '0.972'}","{'A1': '0.994', 'tau1': '0.972'}"
5,54,_val,0.4984231741131677,2.4291668219506897,3.070927943462314
5,54,init_value,0.497,2.43,3.07
5,54,stderr,0.39176228981185357,0.2511516448514552,0.2698677047415258
5,54,correl,"{'tau1': '0.969', 'tau2': '0.974'}","{'A1': '0.969', 'tau2': '0.888'}","{'A1': '0.974', 'tau1': '0.888'}"
5,55,_val,0.548413498448223,2.3607015149401085,3.2142279832782563
5,55,init_value,0.497,2.43,3.07
5,55,stderr,0.45458852481438955,0.338396495039639,0.46436174491739607
5,55,correl,"{'tau1': '0.992', 'tau2': '0.994'}","{'A1': '0.992', 'tau2': '0.972'}","{'A1': '0.994', 'tau1': '0.972'}"
5,56,_val,0.5724794282449488,2.246251558234282,3.325843546062262
5,56,init_value,0.497,2.43,3.07
5,56,stderr,1.5390423889901146,1.3235852174044325,2.186394997203622
5,56,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,57,_val,0.5283783917410747,2.346658582186146,3.1674058538454792
5,57,init_value,0.497,2.43,3.07
5,57,stderr,1.1507617859997554,0.8282082078828887,1.0987962928081734
5,57,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
5,58,_val,0.5551923901091531,2.2901431227571956,3.2514794896461794
5,58,init_value,0.497,2.43,3.07
5,58,stderr,0.6654346229035459,0.5269667256183722,0.8044078095601015
5,58,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,59,_val,0.5247706255784328,2.370515146239146,3.1388462076627768
5,59,init_value,0.497,2.43,3.07
5,59,stderr,0.4649868378318172,0.32434485671422203,0.4082895887991745
5,59,correl,"{'tau1': '0.989', 'tau2': '0.992'}","{'A1': '0.989', 'tau2': '0.961'}","{'A1': '0.992', 'tau1': '0.961'}"
5,60,_val,0.6084966075257505,2.323529172545758,3.29558247145963
5,60,init_value,0.497,2.43,3.07
5,60,stderr,0.5581680123104866,0.4223050753150192,0.7539877877293523
5,60,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.99'}","{'A1': '0.998', 'tau1': '0.99'}"
5,61,_val,0.46857147040335434,2.5146204240038528,3.003770430986357
5,61,init_value,0.497,2.43,3.07
5,61,stderr,1.016058738393989,0.5134796474317576,0.4960184933799001
5,61,correl,"{'tau1': '0.988', 'tau2': '0.99'}","{'A1': '0.988', 'tau2': '0.958'}","{'A1': '0.99', 'tau1': '0.958'}"
5,62,_val,0.5850630418847882,2.2330133277175332,3.3575629263356896
5,62,init_value,0.497,2.43,3.07
5,62,stderr,1.463320055869453,1.2668352372211953,2.2596799990244505
5,62,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,63,_val,0.4254615994241071,2.5498977032840773,2.913984232780621
5,63,init_value,0.497,2.43,3.07
5,63,stderr,4.329722593846883,1.7299322697144073,1.4738781655579636
5,63,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.991'}","{'A1': '0.998', 'tau1': '0.991'}"
5,64,_val,0.5243795788064582,2.429265661923455,3.071312293140302
5,64,init_value,0.497,2.43,3.07
5,64,stderr,0.4941596566932762,0.28003067812848814,0.3749796845830387
5,64,correl,"{'tau1': '0.977', 'tau2': '0.985'}","{'A1': '0.977', 'tau2': '0.927'}","{'A1': '0.985', 'tau1': '0.927'}"
5,65,_val,0.4667309332666012,2.5444591799321863,2.9717117588565594
5,65,init_value,0.497,2.43,3.07
5,65,stderr,1.3928981820363435,0.6492566945604442,0.5643185001674168
5,65,correl,"{'tau1': '0.988', 'tau2': '0.988'}","{'A1': '0.988', 'tau2': '0.954'}","{'A1': '0.988', 'tau1': '0.954'}"
5,66,_val,0.5378636943345318,2.355886270540007,3.1977890134519757
5,66,init_value,0.497,2.43,3.07
5,66,stderr,0.923288517558269,0.6642758676414973,0.9303803438161964
5,66,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.993'}","{'A1': '0.999', 'tau1': '0.993'}"
5,67,_val,0.5550648207516302,2.4055826753255003,3.118622309653582
5,67,init_value,0.497,2.43,3.07
5,67,stderr,0.4932474810985656,0.3101741077859058,0.4180019002963438
5,67,correl,"{'tau1': '0.989', 'tau2': '0.991'}","{'A1': '0.989', 'tau2': '0.961'}","{'A1': '0.991', 'tau1': '0.961'}"
5,68,_val,0.5242034025262743,2.366298717405191,3.1468036987366075
5,68,init_value,0.497,2.43,3.07
5,68,stderr,2.8494147118699766,1.910945036028358,2.613584125441948
5,68,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.999'}","{'A1': '1', 'tau1': '0.999'}"
5,69,_val,0.5250179245720843,2.3575950560313563,3.1536154301104915
5,69,init_value,0.497,2.43,3.07
5,69,stderr,0.9254193057852389,0.6490685777268449,0.8521177991867988
5,69,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,70,_val,0.6166600113165923,2.299259103099634,3.348673835326845
5,70,init_value,0.497,2.43,3.07
5,70,stderr,0.560906214456311,0.44373432854411776,0.8511354296643422
5,70,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,71,_val,0.526856020830345,2.361521215166307,3.1455242738218825
5,71,init_value,0.497,2.43,3.07
5,71,stderr,0.7133771715510445,0.49927165527367917,0.6417194564597364
5,71,correl,"{'tau1': '0.996', 'tau2': '0.997'}","{'A1': '0.996', 'tau2': '0.987'}","{'A1': '0.997', 'tau1': '0.987'}"
5,72,_val,0.6696954936315616,2.190222759159184,3.641293179148362
5,72,init_value,0.497,2.43,3.07
5,72,stderr,0.6702824821280626,0.6472879842976592,1.727650081307868
5,72,correl,"{'tau1': '0.999', 'tau2': '1'}","{'A1': '0.999', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,73,_val,0.49528720018541406,2.4296691906492693,3.0703945917923026
5,73,init_value,0.497,2.43,3.07
5,73,stderr,0.7612702727404028,0.4669128820832726,0.5208583374402446
5,73,correl,"{'tau1': '0.993', 'tau2': '0.994'}","{'A1': '0.993', 'tau2': '0.974'}","{'A1': '0.994', 'tau1': '0.974'}"
5,74,_val,0.5780458956680845,2.2191597244019134,3.387658372316163
5,74,init_value,0.497,2.43,3.07
5,74,stderr,0.47610532583712956,0.4390550165201079,0.7480220815739279
5,74,correl,"{'tau1': '0.998', 'tau2': '0.998'}","{'A1': '0.998', 'tau2': '0.992'}","{'A1': '0.998', 'tau1': '0.992'}"
5,75,_val,0.5481038274075585,2.3014183320081476,3.2308504680458725
5,75,init_value,0.497,2.43,3.07
5,75,stderr,1.1288922805176955,0.8807077657074928,1.286882346975138
5,75,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,76,_val,0.6190514233206368,2.3163215655217546,3.323652684082135
5,76,init_value,0.497,2.43,3.07
5,76,stderr,0.6775979960476789,0.5021402480280734,1.006948123756179
5,76,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.993'}","{'A1': '0.999', 'tau1': '0.993'}"
5,77,_val,0.5382493749047814,2.3412927545932214,3.174198390711016
5,77,init_value,0.497,2.43,3.07
5,77,stderr,0.5148568324197893,0.37417934767466204,0.5083846421953614
5,77,correl,"{'tau1': '0.993', 'tau2': '0.995'}","{'A1': '0.993', 'tau2': '0.977'}","{'A1': '0.995', 'tau1': '0.977'}"
5,78,_val,0.5371667453399152,2.3275403380868003,3.2115644519644997
5,78,init_value,0.497,2.43,3.07
5,78,stderr,1.203284064599778,0.8932181641957985,1.2913760971490422
5,78,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,79,_val,0.547223411006309,2.2917522974207425,3.2594069316116725
5,79,init_value,0.497,2.43,3.07
5,79,stderr,1.3316659452479083,1.0880454076002237,1.5744341977590943
5,79,correl,"{'tau1': '1', 'tau2': '1'}","{'A1': '1', 'tau2': '0.998'}","{'A1': '1', 'tau1': '0.998'}"
5,80,_val,0.5344190717907222,2.327844979676453,3.1951656599530036
5,80,init_value,0.497,2.43,3.07
5,80,stderr,0.7604505833938043,0.5747273962750341,0.7776386621480962
5,80,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.99'}","{'A1': '0.998', 'tau1': '0.99'}"
5,81,_val,0.5608448397888395,2.283536339984512,3.2614429434035586
5,81,init_value,0.497,2.43,3.07
5,81,stderr,0.9788993019967996,0.7772587975743652,1.221471855029275
5,81,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,82,_val,0.6201922999843263,2.3430243209992905,3.271463308716739
5,82,init_value,0.497,2.43,3.07
5,82,stderr,0.9657043877672562,0.667447486308033,1.3059594792325255
5,82,correl,"{'tau1': '0.998', 'tau2': '0.999'}","{'A1': '0.998', 'tau2': '0.995'}","{'A1': '0.999', 'tau1': '0.995'}"
5,83,_val,0.6284670858315071,2.2956325196503204,3.3670373339493658
5,83,init_value,0.497,2.43,3.07
5,83,stderr,0.4991461215869674,0.3979091994885837,0.7956997836255758
5,83,correl,"{'tau1': '0.997', 'tau2': '0.998'}","{'A1': '0.997', 'tau2': '0.99'}","{'A1': '0.998', 'tau1': '0.99'}"
5,84,_val,0.5580232157859728,2.2738424339437926,3.2855971203303644
5,84,init_value,0.497,2.43,3.07
5,84,stderr,0.8422559985846256,0.6898859577373527,1.0895521614460284
5,84,correl,"{'tau1': '0.999', 'tau2': '0.999'}","{'A1': '0.999', 'tau2': '0.997'}","{'A1': '0.999', 'tau1': '0.997'}"
5,85,_val,0.5511588339007967,2.3103814526026687,3.2211534007601124
