,,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg
,,x,success,status,method,nfev,fjac,r,qtf,fun,message,A1,tau1,tau2,x,success,status,method,nfev,fjac,r,qtf,fun,message,A1,tau1,tau2,x,success,status,method,nfev,fjac,r,qtf,fun,message,A1,tau1,tau2
2,95,[0.49162699 2.4626125  3.0951769 ],True,1,hybr,9,"[[-4.21364996e-07  7.85989777e-01  6.18239493e-01]
 [ 6.18806093e-06 -6.18239493e-01  7.85989777e-01]
 [-1.00000000e+00 -4.15689223e-06  4.60324815e-06]]","[ 1.42202733e-01 -9.73602351e-02 -1.21336205e-01 -7.68578654e-03
  7.74816091e-03  1.03434780e-07]",[-5.96913267e-11 -3.65491306e-11  1.32050496e-16],[2.22044605e-16 9.13258358e-12 8.78425110e-12],The solution converged.,0.491626991184116,2.4626125040971676,3.0951769033779795,[0.7028035  2.79732828 2.79884224],False,5,hybr,46,"[[-5.37049744e-08 -9.31967636e-01 -3.62541481e-01]
 [-2.79386178e-05 -3.62541481e-01  9.31967636e-01]
 [ 1.00000000e+00 -1.01789592e-05  2.60184173e-05]]","[ 7.28039137e-03  7.72337584e-02  6.64373005e-02 -3.39355374e-04
 -1.36594677e-04 -2.82396004e-10]",[2.50428542e-05 4.98339672e-03 1.39230561e-07],[ 0.         -0.00182764  0.0046362 ],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.702803504248143,2.797328277519876,2.79884223617885,[0.49196699 2.49674911 3.04784938],True,1,hybr,12,"[[ 2.10782412e-07  7.88761319e-01  6.14699586e-01]
 [-3.14201065e-06 -6.14699586e-01  7.88761319e-01]
 [-1.00000000e+00  2.09764966e-06 -2.34872861e-06]]","[ 1.25511789e-01 -9.61708010e-02 -1.29795951e-01 -6.76424582e-03
  6.48996446e-03 -9.15449758e-08]",[-3.71569776e-11 -9.13875716e-13 -1.15982933e-16],[-1.11022302e-16 -2.54907206e-13 -2.08111306e-13],The solution converged.,0.49196699365337493,2.496749112345962,3.0478493765313743
2,96,[0.48477096 2.72830435 2.84420867],True,1,hybr,20,"[[-5.98367696e-07  7.93505573e-01  6.08562984e-01]
 [ 3.79937113e-05 -6.08562983e-01  7.93505573e-01]
 [-9.99999999e-01 -2.35963744e-05  2.97840773e-05]]","[ 2.56853429e-02 -1.05636662e-01 -1.16004671e-01 -1.37617984e-03
  1.43934590e-03  1.18860416e-07]",[-1.60935258e-10  7.79728620e-12  6.14590906e-16],[2.22044605e-16 0.00000000e+00 0.00000000e+00],The solution converged.,0.48477095980989393,2.7283043540771565,2.8442086691857233,[0.4923163  2.40546795 3.15885626],True,1,hybr,14,"[[-2.77749712e-07  9.28495969e-01  3.71342477e-01]
 [ 1.00755766e-05 -3.71342477e-01  9.28495969e-01]
 [-1.00000000e+00 -3.99937904e-06  9.25199196e-06]]","[ 1.08973849e-01 -7.13906406e-02 -7.21732939e-02 -2.58282327e-03
  1.79432134e-03  3.81249337e-08]",[-2.72061094e-12  9.61244346e-13 -2.11603865e-16],[0.00000000e+00 0.00000000e+00 1.38777878e-17],The solution converged.,0.4923162970841932,2.4054679511880206,3.1588562617416356,[0.48654867 2.77745266 2.77733521],False,5,hybr,33,"[[ 1.06246681e-08  7.92429752e-01  6.09963187e-01]
 [ 8.23218048e-04 -6.09962980e-01  7.92429483e-01]
 [-9.99999661e-01 -5.02124285e-04  6.52348954e-04]]","[-2.61658598e-05 -1.08225063e-01 -1.14571000e-01  1.39678111e-06
 -1.49986167e-06 -2.45199280e-09]",[-5.24272387e-10  5.13830795e-04  4.22994928e-07],[-2.22044605e-16 -3.13418391e-04  4.07174628e-04],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.48654866697104654,2.7774526567748006,2.7773352137295797
2,97,[0.49084406 2.48496268 3.076613  ],True,1,hybr,11,"[[-1.44495829e-07  7.88085902e-01  6.15565277e-01]
 [ 4.75045240e-07 -6.15565277e-01  7.88085902e-01]
 [-1.00000000e+00 -4.06296481e-07  2.85429842e-07]]","[ 1.34316438e-01 -9.71994434e-02 -1.26033290e-01 -7.10805753e-03
  6.96917876e-03  6.19877272e-09]",[3.42304164e-11 1.74655144e-12 2.17928143e-16],[-2.22044605e-16  2.59013921e-11  2.24474883e-11],The solution converged.,0.4908440599287043,2.484962676804552,3.0766130007795756,[0.50465518 1.83035706 3.73273877],True,1,hybr,14,"[[-6.30212634e-07  9.27370349e-01  3.74144673e-01]
 [ 7.00539533e-06 -3.74144673e-01  9.27370349e-01]
 [-1.00000000e+00 -3.20547186e-06  6.26080521e-06]]","[ 9.51495921e-02 -7.51974852e-02 -7.25631202e-02 -7.63991705e-03
  7.43535410e-03  1.02673686e-07]",[-2.63655551e-10 -1.56551189e-10 -9.30543911e-16],[0.00000000e+00 1.11516352e-11 1.48547286e-11],The solution converged.,0.5046551766438908,1.8303570569949643,3.732738774058122,[0.49110724 2.52287588 3.02546307],True,1,hybr,10,"[[-4.20630000e-07  7.86337286e-01  6.17797436e-01]
 [ 7.62756710e-06 -6.17797436e-01  7.86337286e-01]
 [-1.00000000e+00 -5.04304845e-06  5.73797628e-06]]","[ 1.42450840e-01 -9.88576409e-02 -1.20753137e-01 -6.30961866e-03
  5.67131610e-03  9.85307510e-08]",[-6.30162462e-10 -2.06790865e-10 -1.53429057e-15],[ 0.00000000e+00 -8.69532224e-11 -6.53895826e-11],The solution converged.,0.4911072351941903,2.52287588340297,3.025463070319811
2,98,[0.49615533 2.38711751 3.1346119 ],True,1,hybr,10,"[[-3.76063558e-07  7.86786554e-01  6.17225177e-01]
 [ 4.24824381e-06 -6.17225177e-01  7.86786554e-01]
 [-1.00000000e+00 -2.91800479e-06  3.11034521e-06]]","[ 1.59446062e-01 -9.17930537e-02 -1.16927214e-01 -9.58318115e-03
  8.91838780e-03  8.66237389e-08]",[-1.44050582e-11  5.84894778e-12 -1.91779631e-16],[ 0.00000000e+00 -2.57194266e-12 -2.27273755e-12],The solution converged.,0.4961553255413615,2.3871175125145734,3.134611902794366,[0.45826571 2.76852207 2.76791347],False,4,hybr,47,"[[ 0.          0.92990887  0.36779001]
 [ 0.01972992 -0.36771842  0.92972786]
 [-0.99980535 -0.00725647  0.01834703]]","[-8.99702610e-05 -6.74968750e-02 -7.96054152e-02 -1.36400722e-07
 -3.93313580e-06 -7.76155671e-08]",[-2.41168778e-08  1.52243885e-03  3.00434465e-05],[ 0.         -0.00056015  0.00141596],"The iteration is not making good progress, as measured by the 
  improvement from the last five Jacobian evaluations.",0.45826571000100785,2.768522069382166,2.767913468357875,[0.49668117 2.41469631 3.09327325],True,1,hybr,8,"[[-4.20657411e-07  7.85224387e-01  6.19211322e-01]
 [ 5.50524600e-06 -6.19211322e-01  7.85224387e-01]
 [-1.00000000e+00 -3.73922111e-06  4.06237758e-06]]","[ 1.42548733e-01 -9.85780418e-02 -1.22174749e-01 -8.64726208e-03
  8.35151523e-03  1.02216355e-07]",[ 2.71445845e-10 -1.44044578e-10 -1.12923115e-15],[-2.22044605e-16  2.37799780e-11  1.77031168e-11],The solution converged.,0.49668117295726716,2.4146963118227203,3.0932732542095907
2,99,[0.50636107 2.12312963 3.34204445],True,1,hybr,14,"[[-2.56581150e-07  7.73428720e-01  6.33883282e-01]
 [ 2.60382374e-06 -6.33883282e-01  7.73428720e-01]
 [-1.00000000e+00 -1.84896757e-06  1.85122956e-06]]","[ 2.66391285e-01 -7.31897565e-02 -8.75214717e-02 -1.68148847e-02
  1.43161042e-02  6.68766872e-08]",[-2.43813604e-10  6.20760842e-14  6.27196102e-17],[-2.22044605e-16  3.45198314e-11  2.83290058e-11],The solution converged.,0.5063610680904144,2.1231296331202847,3.3420444548302624,[0.48399591 2.73378244 2.73703488],False,5,hybr,34,"[[ 2.12337850e-07 -9.38505377e-01 -3.45264620e-01]
 [ 1.32218733e-05 -3.45264620e-01  9.38505377e-01]
 [ 1.00000000e+00  4.76432529e-06 -1.23354865e-05]]","[ 4.41315133e-03  7.13353178e-02  7.93513217e-02 -1.97071336e-03
 -2.06209029e-03 -4.08720164e-10]",[ 8.15420211e-05  2.56433334e-03 -3.39226051e-08],[ 0.         -0.0009619   0.00237849],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.48399590625319894,2.7337824387559713,2.737034878326835,[0.50713237 2.13757665 3.31426375],True,1,hybr,14,"[[-5.92133899e-07  7.89947939e-01  6.13173918e-01]
 [ 4.17007014e-06 -6.13173918e-01  7.89947939e-01]
 [-1.00000000e+00 -3.02473320e-06  2.93105725e-06]]","[ 1.89341770e-01 -7.63999172e-02 -1.30830165e-01 -1.83064613e-02
  1.04843485e-02  1.75916346e-07]",[-1.37064079e-10 -1.38635071e-11  2.33484905e-17],[-2.22044605e-16  2.08857376e-11  1.91154870e-11],The solution converged.,0.5071323656937092,2.137576647493943,3.3142637529610552
3,0,[0.49226504 2.42436086 3.1356206 ],True,1,hybr,9,"[[-4.20850508e-07  7.85697485e-01  6.18610914e-01]
 [ 5.59736392e-06 -6.18610914e-01  7.85697485e-01]
 [-1.00000000e+00 -3.79325159e-06  4.13749203e-06]]","[ 1.42287320e-01 -9.66305231e-02 -1.23373462e-01 -8.44231712e-03
  8.73661233e-03  1.05602615e-07]",[1.02274893e-09 2.20312829e-10 1.13581358e-15],[ 0.00000000e+00 -7.03108682e-11 -5.31523714e-11],The solution converged.,0.49226503761601,2.424360855140499,3.1356206009763694,[0.50395423 1.86540647 3.69737947],True,1,hybr,14,"[[-6.26744977e-07  9.27030521e-01  3.74985885e-01]
 [ 7.34038022e-06 -3.74985885e-01  9.27030521e-01]
 [-1.00000000e+00 -3.33355069e-06  6.56973598e-06]]","[ 9.56765375e-02 -7.94440480e-02 -6.90104287e-02 -7.61684336e-03
  7.26636577e-03  1.01457030e-07]",[-1.21543215e-09 -1.96838555e-10 -6.83103838e-16],[ 0.00000000e+00 -1.74044112e-11  4.44146525e-11],The solution converged.,0.5039542340033506,1.865406469234224,3.697379468013587,[0.49271855 2.45387947 3.09272515],True,1,hybr,9,"[[-4.21710451e-07  7.85812024e-01  6.18465410e-01]
 [ 5.90080783e-06 -6.18465410e-01  7.85812024e-01]
 [-1.00000000e+00 -3.98083067e-06  4.37611242e-06]]","[ 1.42277230e-01 -9.76805824e-02 -1.21467584e-01 -7.87215087e-03
  7.78673839e-03  1.02952409e-07]",[-3.44967653e-11 -1.64393849e-11 -4.15524912e-16],[ 3.33066907e-16 -2.99660297e-12 -3.82677223e-12],The solution converged.,0.49271855382494606,2.4538794734252516,3.0927251483045906
3,1,[0.38769433 2.7907404  2.78866926],False,5,hybr,35,"[[ 1.04840903e-07  7.95859003e-01  6.05481996e-01]
 [-2.91226168e-05 -6.05481996e-01  7.95859002e-01]
 [-1.00000000e+00  1.77166587e-05 -2.31140175e-05]]","[ 1.07327622e-03 -1.21201453e-01 -1.00433516e-01 -2.53215730e-04
 -3.87362906e-04  7.52041917e-10]",[ 3.09510038e-06  1.30339898e-03 -3.79580646e-08],[ 2.22044605e-16 -7.87361572e-04  1.03868541e-03],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.38769432640152424,2.7907403971832925,2.788669262401518,[0.48846495 2.5187429  3.0633274 ],True,1,hybr,11,"[[-6.28861598e-07  9.28396170e-01  3.71591914e-01]
 [ 3.53676837e-05 -3.71591914e-01  9.28396170e-01]
 [-9.99999999e-01 -1.37261780e-05  3.26015422e-05]]","[ 9.46072549e-02 -7.07255144e-02 -7.39921750e-02 -1.60125231e-03
  1.36005569e-03  9.53931674e-08]",[-4.36692166e-13  3.45912887e-13 -2.09535849e-16],[ 2.22044605e-16 -5.33961764e-13  1.58872915e-13],The solution converged.,0.48846495484750946,2.518742904316909,3.063327400937096,[0.48417922 2.77833773 2.77887777],False,5,hybr,41,"[[-1.02128469e-04  7.92567982e-01  6.09783555e-01]
 [-4.63366822e-01 -5.40407310e-01  7.02318395e-01]
 [-8.86166563e-01  2.82481741e-01 -3.67304898e-01]]","[-3.01608836e-04 -1.07745142e-01 -1.14935485e-01  2.37244510e-05
 -5.05632974e-06  1.58929519e-05]",[ 1.38447474e-06  1.67712577e-03 -8.76950913e-04],[ 3.33066907e-16 -1.15389898e-03  1.50009178e-03],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.4841792213349625,2.7783377338348196,2.7788777694799096
3,2,[0.48553717 2.68600168 2.88818708],True,1,hybr,14,"[[-1.66600042e-06  7.76692324e-01  6.29880174e-01]
 [ 1.36268126e-04 -6.29880168e-01  7.76692317e-01]
 [-9.99999991e-01 -8.71265604e-05  1.04789027e-04]]","[ 5.63813631e-02 -1.10505584e-01 -1.45871065e-01 -1.48131690e-03
  3.96935040e-03  7.89595052e-07]",[ 3.58014887e-10 -1.00856319e-11 -1.63773621e-15],[2.22044605e-16 6.85641544e-11 6.23756047e-11],The solution converged.,0.48553716716253786,2.6860016819353603,2.888187082101943,[0.49445066 2.29107394 3.2770101 ],True,1,hybr,13,"[[-2.48556565e-07  9.29551788e-01  3.68691570e-01]
 [-2.10072101e-06 -3.68691570e-01  9.29551788e-01]
 [-1.00000000e+00  5.43471929e-07 -2.04436968e-06]]","[ 1.18011517e-01 -5.41430140e-02 -6.36245817e-02 -3.88483988e-03
  2.29811987e-03  2.36742390e-09]",[5.20655309e-11 1.81259058e-12 3.16317931e-16],[-3.33066907e-16  4.77293205e-11  2.08810191e-11],The solution converged.,0.4944506598358133,2.2910739372699043,3.277010101663084,[0.28490747 2.78085669 2.78035087],False,5,hybr,36,"[[-7.90923427e-08 -7.91236005e-01 -6.11510902e-01]
 [ 4.03510646e-05 -6.11510902e-01  7.91236005e-01]
 [ 9.99999999e-01  2.46125352e-05 -3.19755810e-05]]","[ 1.19505073e-03  8.72961582e-02  1.35231219e-01  1.71078145e-04
  4.05772803e-04 -3.23031847e-10]",[-4.65215965e-08  3.38025910e-04 -1.36397092e-08],[-2.22044605e-16 -2.06669720e-04  2.67486719e-04],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.2849074651464341,2.7808566917684914,2.780350865148416
3,3,[0.71900582 2.79963778 2.79701703],False,5,hybr,40,"[[-2.19233892e-05 -7.75112084e-01 -6.31823754e-01]
 [ 6.67160892e-04 -6.31823625e-01  7.75111902e-01]
 [ 9.99999777e-01  4.04535020e-04 -5.30976184e-04]]","[ 9.45297142e-04  1.58374987e-01  6.25520660e-02  5.18034265e-03
  2.04572358e-03 -6.75339951e-09]",[-7.58116289e-05  2.30676373e-03 -1.54064494e-06],[-3.33066907e-16 -1.39870594e-03  1.83590043e-03],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.719005824938533,2.7996377800173446,2.7970170331586615,[0.48904087 2.83379057 2.83341476],False,5,hybr,40,"[[ 5.41279946e-05 -9.53323182e-01 -3.01951829e-01]
 [-8.24946582e-04  3.01951684e-01 -9.53322873e-01]
 [-9.99999658e-01 -3.00695585e-04  7.70096662e-04]]","[-2.81380327e-04  6.77841465e-02  7.22503186e-02  4.44757471e-03
  4.66353734e-03  6.88654155e-08]",[ 5.00765255e-04 -7.53035006e-03  6.23924410e-06],[-2.22044605e-16 -2.75119488e-03  7.02765277e-03],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.4890408712420303,2.833790565010329,2.8334147572799644,[0.47956455 2.78854388 2.78725895],False,5,hybr,35,"[[ 2.88246252e-07  7.93830530e-01  6.08139038e-01]
 [ 2.33624796e-03 -6.08137379e-01  7.93828363e-01]
 [-9.99997271e-01 -1.42053477e-03  1.85476025e-03]]","[-3.19616496e-04 -1.07334207e-01 -1.14471444e-01  1.78171418e-05
 -1.75289830e-05 -7.92947322e-08]",[1.90113992e-07 2.90448513e-03 6.78561605e-06],[-2.22044605e-16 -1.76757869e-03  2.30471972e-03],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.47956455073693727,2.788543884004357,2.7872589500678364
3,4,[0.49024359 2.44301897 3.13702171],True,1,hybr,10,"[[-4.22589846e-07  7.86413320e-01  6.17700647e-01]
 [ 5.84682123e-06 -6.17700647e-01  7.86413320e-01]
 [-1.00000000e+00 -3.94391554e-06  4.33698408e-06]]","[ 1.41906335e-01 -9.56829992e-02 -1.21772444e-01 -7.95859881e-03
  8.90252292e-03  1.08396984e-07]",[ 3.61582226e-11 -3.78440897e-12 -3.74068605e-17],[0.00000000e+00 7.74935671e-14 7.08877401e-14],The solution converged.,0.49024358502434073,2.443018974713309,3.137021711103663,[0.49000555 2.45375082 3.12640421],True,1,hybr,9,"[[-6.32623907e-07  9.28170497e-01  3.72155248e-01]
 [ 2.45503615e-05 -3.72155248e-01  9.28170497e-01]
 [-1.00000000e+00 -9.72372871e-06  2.25514869e-05]]","[ 9.47740374e-02 -7.19960561e-02 -7.37849805e-02 -2.10967502e-03
  1.65524269e-03  9.20850736e-08]",[-5.43999889e-10 -5.74161735e-11 -7.32373572e-16],[ 0.00000000e+00 -1.98914774e-11 -7.76836928e-12],The solution converged.,0.4900055462665891,2.4537508156975396,3.1264042056363017,[0.49066175 2.47396559 3.09275863],True,1,hybr,9,"[[-4.21909076e-07  7.86225298e-01  6.17939949e-01]
 [ 6.30234827e-06 -6.17939949e-01  7.86225298e-01]
 [-1.00000000e+00 -4.22618836e-06  4.69435118e-06]]","[ 1.42135688e-01 -9.72798305e-02 -1.20893949e-01 -7.47048527e-03
  7.70254785e-03  1.04554317e-07]",[-1.87204253e-10 -9.01906881e-11 -6.00452256e-16],[-1.11022302e-16 -8.63287219e-12 -9.19658794e-12],The solution converged.,0.4906617548682606,2.4739655904277025,3.092758630917549
3,5,[0.50800913 2.15022885 3.28744762],True,1,hybr,12,"[[-4.21370369e-07  7.83014756e-01  6.22003129e-01]
 [ 2.98786816e-06 -6.22003129e-01  7.83014756e-01]
 [-1.00000000e+00 -2.18840256e-06  2.07745117e-06]]","[ 1.42273023e-01 -9.12213042e-02 -1.29556664e-01 -1.49591212e-02
  1.65673832e-02  1.08833367e-07]",[ 3.46902543e-10 -2.86557794e-11 -2.31794143e-16],[-3.33066907e-16 -2.24598118e-12 -1.78293491e-11],The solution converged.,0.508009132538677,2.1502288538750793,3.287447622391695,[0.51367226 1.85773012 3.58701993],True,1,hybr,14,"[[-6.23410265e-07  9.26838453e-01  3.75460359e-01]
 [ 6.84661087e-06 -3.75460359e-01  9.26838453e-01]
 [-1.00000000e+00 -3.14843158e-06  6.11163639e-06]]","[ 9.61877516e-02 -8.03090099e-02 -7.38748107e-02 -8.20809077e-03
  7.38309618e-03  1.01457326e-07]",[-3.65580026e-10 -1.97660813e-10 -1.12540033e-15],[ 2.22044605e-16 -5.05928632e-13 -6.00144934e-13],The solution converged.,0.5136722551341092,1.8577301168278089,3.587019932059302,[0.50876841 2.16585016 3.25833194],True,1,hybr,13,"[[-6.49148783e-09  7.77394317e-01  6.29013573e-01]
 [-1.72120003e-07 -6.29013573e-01  7.77394317e-01]
 [-1.00000000e+00  1.03219372e-07 -1.37888346e-07]]","[ 2.37876327e-01 -7.75824486e-02 -1.15311204e-01 -1.34155718e-02
  1.70182646e-02 -5.38808974e-09]",[ 1.53348264e-10 -5.87472535e-12  1.11038002e-16],[-1.11022302e-16  1.22907351e-10  9.18911613e-11],The solution converged.,0.5087684101381668,2.1658501638603216,3.2583319432753037
3,6,[0.49492249 2.46191813 3.05534128],True,1,hybr,10,"[[-7.16209229e-07  7.85721194e-01  6.18580799e-01]
 [ 1.31854148e-05 -6.18580799e-01  7.85721194e-01]
 [-1.00000000e+00 -8.71898522e-06  9.91702662e-06]]","[ 1.36113588e-01 -1.02302573e-01 -1.22909690e-01 -7.50415967e-03
  6.98917048e-03  1.95260950e-07]",[ 3.79058051e-11 -1.32871747e-14 -2.49368289e-16],[-3.33066907e-16 -1.30551125e-12 -7.66720021e-13],The solution converged.,0.49492249074318745,2.461918129771812,3.0553412809434386,[0.49293099 2.55356092 2.96416538],True,1,hybr,10,"[[-6.30862136e-07  9.28175830e-01  3.72141946e-01]
 [ 3.46534845e-05 -3.72141946e-01  9.28175830e-01]
 [-9.99999999e-01 -1.34815661e-05  3.19297565e-05]]","[ 9.50515229e-02 -7.27637474e-02 -7.48857308e-02 -1.50162882e-03
  8.99555014e-04  8.32684996e-08]",[ 1.16736732e-10 -3.16427969e-12 -1.83298101e-16],[2.22044605e-16 4.31632508e-12 2.33268960e-12],The solution converged.,0.49293098544708597,2.553560916379096,2.9641653805073034,[0.49523793 2.49927564 3.00424783],True,1,hybr,9,"[[-4.20464432e-07  7.85543837e-01  6.18806012e-01]
 [ 6.90759684e-06 -6.18806012e-01  7.85543837e-01]
 [-1.00000000e+00 -4.60475569e-06  5.16603421e-06]]","[ 1.42615229e-01 -1.00244213e-01 -1.19610255e-01 -6.98902249e-03
  5.71015959e-03  9.45948355e-08]",[-1.02622991e-10  2.30073171e-10  1.52137972e-15],[ 3.33066907e-16 -4.07714973e-11 -2.98119862e-11],The solution converged.,0.49523793213099265,2.4992756387864214,3.0042478284152008
3,7,[0.50405199 2.27910644 3.17351426],True,1,hybr,15,"[[-3.08224675e-07  7.86167220e-01  6.18013837e-01]
 [ 1.41694575e-06 -6.18013837e-01  7.86167220e-01]
 [-1.00000000e+00 -1.11800822e-06  9.23469186e-07]]","[ 1.69189265e-01 -8.45440045e-02 -1.00930496e-01 -1.26249978e-02
  1.11492465e-02  4.01660537e-08]",[ 4.16263221e-11  3.28350033e-12 -8.17771779e-18],[ 4.44089210e-16 -4.49829063e-12 -4.14823731e-12],The solution converged.,0.5040519878506374,2.2791064384394417,3.1735142606839872,[0.51042929 1.94418661 3.51785763],True,1,hybr,14,"[[-6.29070951e-07  9.27671116e-01  3.73398313e-01]
 [ 8.28204677e-06 -3.73398313e-01  9.27671116e-01]
 [-1.00000000e+00 -3.67607324e-06  7.44812154e-06]]","[ 9.53223332e-02 -7.75671646e-02 -7.11029720e-02 -6.63136575e-03
  6.48403161e-03  1.03290767e-07]",[-3.74463646e-12 -6.18173512e-11 -5.09618551e-16],[-1.11022302e-16 -1.15663035e-11 -1.11843868e-11],The solution converged.,0.5104292852078496,1.9441866132119878,3.5178576322309327,[0.50473214 2.30075885 3.13775633],True,1,hybr,12,"[[ 3.14906970e-07  7.79374497e-01  6.26558372e-01]
 [-2.12149861e-06 -6.26558372e-01  7.79374497e-01]
 [-1.00000000e+00  1.57467317e-06 -1.45613431e-06]]","[ 1.85560282e-01 -1.03538006e-01 -1.13428777e-01 -1.06494258e-02
  1.21898237e-02 -7.16663051e-08]",[-7.82013918e-11 -1.86626171e-12  2.01377713e-16],[ 1.11022302e-16  7.02415903e-12 -4.62307970e-12],The solution converged.,0.5047321401816335,2.30075885178373,3.137756329751909
3,8,[0.50037484 2.28984442 3.20537579],True,1,hybr,11,"[[-3.07838681e-07  7.85311040e-01  6.19101422e-01]
 [ 2.83369434e-06 -6.19101422e-01  7.85311040e-01]
 [-1.00000000e+00 -1.99609331e-06  2.03474809e-06]]","[ 1.94812367e-01 -8.30731646e-02 -1.14564276e-01 -1.11480805e-02
  1.17400277e-02  7.35596856e-08]",[-1.96271937e-10  7.86545323e-12 -1.39336220e-16],[-2.22044605e-16 -1.19767529e-11 -1.36070044e-11],The solution converged.,0.5003748373902596,2.2898444215513636,3.205375789898483,[0.50719173 1.94341421 3.55883008],True,1,hybr,17,"[[-1.93812196e-07  9.25464575e-01  3.78834159e-01]
 [-1.95293583e-06 -3.78834159e-01  9.25464575e-01]
 [-1.00000000e+00  5.60472482e-07 -1.88079561e-06]]","[ 2.27745807e-01 -4.48505953e-02 -6.54936759e-02 -7.83575395e-03
  5.33853136e-03  1.46197121e-08]",[1.39232757e-10 3.31219943e-11 2.41396771e-16],[-3.33066907e-16  1.16307242e-10  8.33993569e-11],The solution converged.,0.507191725614232,1.9434142112523334,3.5588300816532996,[0.50103755 2.31081028 3.17070112],True,1,hybr,11,"[[-3.17713136e-07  7.85485202e-01  6.18880438e-01]
 [ 3.68880844e-06 -6.18880438e-01  7.85485202e-01]
 [-1.00000000e+00 -2.53249035e-06  2.70087800e-06]]","[ 1.61859849e-01 -1.01596397e-01 -1.04612036e-01 -1.08582548e-02
  1.08794610e-02  7.00702975e-08]",[-9.56933312e-11 -1.08055507e-10 -7.01259947e-16],[1.11022302e-16 2.06151762e-11 9.93544136e-12],The solution converged.,0.5010375458726304,2.3108102766127474,3.1707011219762475
3,9,[0.49591893 2.40582621 3.11389622],True,1,hybr,10,"[[-3.91170990e-07  7.86321699e-01  6.17817275e-01]
 [ 4.69002437e-06 -6.17817275e-01  7.86321699e-01]
 [-1.00000000e+00 -3.20516431e-06  3.44619574e-06]]","[ 1.53461011e-01 -9.52258561e-02 -1.17921388e-01 -9.08970857e-03
  8.46324000e-03  9.18059123e-08]",[5.14909873e-11 2.84612513e-13 3.14259967e-16],[-4.44089210e-16  1.57518443e-12  1.32199807e-12],The solution converged.,0.49591893218641364,2.4058262077947186,3.113896222235914,[0.45980067 2.77910697 2.77959266],False,5,hybr,43,"[[-2.16131717e-04  9.31655348e-01  3.63343178e-01]
 [-5.51627981e-02  3.62778843e-01 -9.30241139e-01]
 [ 9.98477350e-01  2.02440810e-02 -5.13143078e-02]]","[-3.00067264e-04 -6.70767858e-02 -7.88109483e-02  2.62617153e-04
  3.13852514e-04  2.77172122e-07]",[-2.40445178e-05 -6.05619889e-03 -3.34591539e-04],[ 0.         -0.00222624  0.00564216],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.45980067194647944,2.779106972939697,2.77959266045295,[0.4964087  2.43577605 3.07000778],True,1,hybr,8,"[[-4.20610761e-07  7.85338972e-01  6.19065990e-01]
 [ 5.83910026e-06 -6.19065990e-01  7.85338972e-01]
 [-1.00000000e+00 -3.94511040e-06  4.32528718e-06]]","[ 1.42528396e-01 -9.88966475e-02 -1.21384278e-01 -8.21028528e-03
  7.70412585e-03  1.00601171e-07]",[-6.78451021e-12 -2.78075324e-12  9.76388435e-17],[-1.11022302e-16  1.78435045e-12  1.43934864e-12],The solution converged.,0.4964086959904335,2.4357760465335057,3.070007779429032
