,,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg1,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,bg2,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg
,,x,success,status,method,nfev,fjac,r,qtf,fun,message,A1,tau1,tau2,x,success,status,method,nfev,fjac,r,qtf,fun,message,A1,tau1,tau2,x,success,status,method,nfev,fjac,r,qtf,fun,message,A1,tau1,tau2
9,80,[0.49423966 2.48380496 3.03612593],True,1,hybr,9,"[[-4.20534827e-07  7.85664709e-01  6.18652540e-01]
 [ 6.52324807e-06 -6.18652540e-01  7.85664709e-01]
 [-1.00000000e+00 -4.36602336e-06  4.86492086e-06]]","[ 1.42590926e-01 -9.98686066e-02 -1.20126103e-01 -7.37822961e-03
  6.63091380e-03  9.86266337e-08]",[-5.81845949e-10 -1.83213862e-10 -9.50462985e-16],[-3.33066907e-16 -1.01562092e-11 -1.59816049e-11],The solution converged.,0.4942396592113363,2.4838049566178726,3.0361259264064215,[0.49960678 2.22192149 3.30067662],True,1,hybr,14,"[[-2.57269294e-07  9.29392274e-01  3.69093487e-01]
 [ 7.57283586e-06 -3.69093487e-01  9.29392274e-01]
 [-1.00000000e+00 -3.03418849e-06  6.94317872e-06]]","[ 1.23268291e-01 -6.07779379e-02 -5.60244554e-02 -4.81160647e-03
  2.71716877e-03 -7.99756991e-09]",[ 1.14331035e-10 -3.27661143e-12 -2.76271710e-16],[2.22044605e-16 1.07467757e-10 3.91535832e-11],The solution converged.,0.4996067809293734,2.221921490929925,3.300676622574924,[0.49446468 2.52493375 2.98138393],True,1,hybr,22,"[[-2.95396848e-07 -7.87379412e-01 -6.16468703e-01]
 [-4.17654385e-06 -6.16468703e-01  7.87379412e-01]
 [ 1.00000000e+00 -2.80729797e-06  3.10642173e-06]]","[-1.02018512e-01  1.02516306e-01  1.19911925e-01 -5.83769490e-03
  5.62268737e-03  6.39030735e-08]",[ 8.74167408e-17  6.84427022e-17 -2.22044293e-16],[-2.22044605e-16 -1.11022302e-16  0.00000000e+00],The solution converged.,0.49446467726219884,2.5249337478584564,2.9813839285550663
9,81,[0.498386   2.37475268 3.12267527],True,1,hybr,9,"[[-4.20810819e-07  7.84990504e-01  6.19507795e-01]
 [ 5.03739522e-06 -6.19507795e-01  7.84990504e-01]
 [-1.00000000e+00 -3.45103810e-06  3.69361183e-06]]","[ 1.42497331e-01 -9.79375854e-02 -1.22928954e-01 -9.39883090e-03
  9.40885013e-03  1.03979342e-07]",[8.50245502e-11 2.74876084e-11 1.02686697e-16],[ 0.00000000e+00 -3.83693077e-13 -1.05865317e-12],The solution converged.,0.4983860045244487,2.3747526839358715,3.1226752684014345,[0.52166497 2.7509212  2.75125664],False,5,hybr,46,"[[ 1.65527822e-06 -9.30335111e-01 -3.66710487e-01]
 [ 6.47120302e-04 -3.66710409e-01  9.30334917e-01]
 [ 9.99999791e-01  2.38845764e-04 -6.01431730e-04]]","[ 2.74844435e-04  7.27579415e-02  7.62363677e-02 -1.94463958e-04
 -1.82916428e-04 -2.42086469e-09]",[-1.01263397e-07  2.32550652e-04 -1.50488112e-07],[-3.33066907e-16 -8.51845718e-05  2.16387216e-04],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.5216649701569707,2.7509211981028017,2.751256637734637,[0.49892573 2.40192037 3.08168343],True,1,hybr,11,"[[-1.57393857e-07  7.85199508e-01  6.19242871e-01]
 [ 1.01210639e-06 -6.19242871e-01  7.85199508e-01]
 [-1.00000000e+00 -7.50325248e-07  6.97240418e-07]]","[ 1.48470808e-01 -9.72729429e-02 -1.18540369e-01 -9.00912676e-03
  8.30439623e-03  1.50337450e-08]",[7.84401847e-12 1.34060476e-12 1.22234330e-19],[-2.22044605e-16 -3.89688282e-14 -4.97935027e-14],The solution converged.,0.49892573239113375,2.401920372566998,3.081683434188869
9,82,[0.49858701 2.35785909 3.14153505],True,1,hybr,9,"[[-4.20852591e-07  7.84941496e-01  6.19569889e-01]
 [ 4.85424126e-06 -6.19569889e-01  7.84941496e-01]
 [-1.00000000e+00 -3.33788638e-06  3.54954780e-06]]","[ 1.42483205e-01 -9.75540786e-02 -1.23530170e-01 -9.72101667e-03
  9.94252909e-03  1.05105067e-07]",[-8.00363920e-11  1.15251400e-10  5.93141625e-16],[-3.33066907e-16 -9.25926003e-14 -4.13336032e-13],The solution converged.,0.49858700909291526,2.357859089121936,3.141535052591062,[0.51041421 2.75171856 2.7517238 ],False,5,hybr,41,"[[-0.00174533  0.92483286  0.38036975]
 [ 0.14091435  0.37680235 -0.9155125 ]
 [ 0.99002025 -0.05200169  0.13097987]]","[ 2.50919411e-05 -7.60100952e-02 -7.28932136e-02 -9.41441241e-04
 -9.00901533e-04 -2.80849011e-07]",[ 1.35725089e-06 -1.09784590e-04  1.56285624e-05],[-2.22044605e-16 -4.09223568e-05  1.03073283e-04],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.5104142060004458,2.7517185568458116,2.7517237982914766,[0.49916031 2.38358151 3.10195525],True,1,hybr,10,"[[-4.08741088e-07  7.85339578e-01  6.19065221e-01]
 [ 4.67432535e-06 -6.19065221e-01  7.85339578e-01]
 [-1.00000000e+00 -3.21471281e-06  3.41789530e-06]]","[ 1.46686491e-01 -9.30120182e-02 -1.24041081e-01 -9.46973306e-03
  8.95556118e-03  9.72753717e-08]",[ 5.81454707e-11 -1.43449354e-12 -3.04717325e-17],[-3.33066907e-16 -3.28626015e-13 -6.08679773e-13],The solution converged.,0.4991603063973839,2.383581505321688,3.101955248965976
9,83,[0.49584609 2.40338804 3.11787643],True,1,hybr,9,"[[-4.20611778e-07  7.85254746e-01  6.19172823e-01]
 [ 5.33355253e-06 -6.19172823e-01  7.85254746e-01]
 [-1.00000000e+00 -3.63267817e-06  3.92776606e-06]]","[ 1.42564710e-01 -9.82788218e-02 -1.22864700e-01 -8.90030602e-03
  8.87953604e-03  1.03890307e-07]",[ 5.58757465e-11  1.25212831e-12 -1.68237050e-17],[ 4.44089210e-16  9.71445147e-14 -4.31321645e-14],The solution converged.,0.49584609267546303,2.4033880422898344,3.1178764315695875,[0.49237923 2.56414839 2.95760599],True,1,hybr,11,"[[-8.79161935e-07  9.27447374e-01  3.73953697e-01]
 [ 6.75578735e-05 -3.73953696e-01  9.27447372e-01]
 [-9.99999998e-01 -2.60788930e-05  6.23276066e-05]]","[ 6.82078384e-02 -8.54741184e-02 -7.66740987e-02 -1.20258747e-03
  1.00995323e-03  1.40525185e-07]",[-2.02708814e-10  7.51147387e-12  2.41583866e-16],[-2.22044605e-16 -1.38999923e-11 -6.87779000e-12],The solution converged.,0.4923792333167978,2.5641483859883794,2.957605990334725,[0.49633504 2.43251256 3.07504055],True,1,hybr,8,"[[-4.19037220e-07  7.85315229e-01  6.19096108e-01]
 [ 5.92986575e-06 -6.19096108e-01  7.85315229e-01]
 [-1.00000000e+00 -4.00023312e-06  4.39738957e-06]]","[ 1.42510430e-01 -9.87241060e-02 -1.21552679e-01 -8.27241201e-03
  7.78361619e-03  1.01225779e-07]",[7.64880580e-12 3.70167954e-12 2.40789933e-16],[ 2.22044605e-16 -1.40865097e-12 -9.61897229e-13],The solution converged.,0.49633504075477225,2.4325125591657315,3.075040549311991
9,84,[0.49485634 2.41591701 3.11427512],True,1,hybr,9,"[[-4.20593236e-07  7.85321794e-01  6.19087781e-01]
 [ 5.45383865e-06 -6.19087781e-01  7.85321794e-01]
 [-1.00000000e+00 -3.70670590e-06  4.02263422e-06]]","[ 1.42571079e-01 -9.83315035e-02 -1.22842109e-01 -8.70757889e-03
  8.61913425e-03  1.03527726e-07]",[ 4.22236879e-12  2.28672838e-13 -5.28754991e-19],[2.22044605e-16 1.62092562e-14 1.32671651e-14],The solution converged.,0.49485634485922025,2.4159170105570276,3.114275118398199,[0.39230036 2.77354436 2.77500071],False,5,hybr,45,"[[ 6.78911236e-07 -9.28204115e-01 -3.72071392e-01]
 [-1.31276716e-04 -3.72071389e-01  9.28204107e-01]
 [ 9.99999991e-01 -4.82141422e-05  1.22104191e-04]]","[1.41444502e-03 6.47008346e-02 8.17325992e-02 2.94167800e-04
 4.46295127e-04 3.18591933e-09]",[-3.42207300e-06  2.03094478e-03  2.66618086e-07],[-2.22044605e-16 -7.52480075e-04  1.88640457e-03],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.392300361211395,2.7735443593435245,2.775000711244402,[0.49531875 2.44596856 3.07059604],True,1,hybr,8,"[[-4.20849013e-07  7.85534546e-01  6.18817806e-01]
 [ 5.96768198e-06 -6.18817806e-01  7.85534546e-01]
 [-1.00000000e+00 -4.02349931e-06  4.42739149e-06]]","[ 1.42481569e-01 -9.87268836e-02 -1.21284088e-01 -7.99321725e-03
  7.59949363e-03  1.01220927e-07]",[-5.27031377e-10 -1.36640460e-10 -3.71581572e-16],[-2.22044605e-16  8.31379410e-12  5.83194604e-12],The solution converged.,0.49531875145759974,2.4459685587519484,3.0705960379859834
9,85,[0.49735403 2.39874329 3.10511514],True,1,hybr,9,"[[-4.20724117e-07  7.85139493e-01  6.19318962e-01]
 [ 5.31462531e-06 -6.19318962e-01  7.85139493e-01]
 [-1.00000000e+00 -3.62177535e-06  3.91215979e-06]]","[ 1.42526727e-01 -9.83010326e-02 -1.22503030e-01 -8.93567753e-03
  8.76484407e-03  1.02975644e-07]",[-4.94664693e-12 -2.89087116e-12 -1.32827234e-17],[0.00000000e+00 1.33226763e-14 4.27990976e-14],The solution converged.,0.49735403455093863,2.398743294670701,3.1051151391353637,[0.49871193 2.33160421 3.17316142],True,1,hybr,10,"[[-6.30329760e-07  9.27937075e-01  3.72736885e-01]
 [ 1.82105019e-05 -3.72736885e-01  9.27937075e-01]
 [-1.00000000e+00 -7.37263209e-06  1.66632527e-05]]","[ 9.51318391e-02 -7.45669472e-02 -7.32195949e-02 -2.91776612e-03
  2.33087879e-03  9.34527076e-08]",[1.95276019e-11 3.99811263e-12 6.04988089e-17],[ 4.44089210e-16 -4.46587212e-13 -2.98761016e-13],The solution converged.,0.49871192872302694,2.3316042074615586,3.1731614248442694,[0.49784825 2.42822915 3.06175785],True,1,hybr,8,"[[-4.25093821e-07  7.85072887e-01  6.19403392e-01]
 [ 5.54138110e-06 -6.19403392e-01  7.85072887e-01]
 [-1.00000000e+00 -3.76607988e-06  4.08708350e-06]]","[ 1.42633073e-01 -9.93772275e-02 -1.21420708e-01 -8.38892362e-03
  7.62343979e-03  9.62849045e-08]",[3.98097286e-11 1.54921058e-11 5.13014003e-16],[2.22044605e-16 7.36877226e-12 4.76013673e-12],The solution converged.,0.49784824680121537,2.428229150401872,3.0617578507598058
9,86,[0.49524738 2.43312985 3.08769797],True,1,hybr,8,"[[-4.21265148e-07  7.85502894e-01  6.18857984e-01]
 [ 5.72443010e-06 -6.18857984e-01  7.85502894e-01]
 [-1.00000000e+00 -3.87351427e-06  4.23585311e-06]]","[ 1.42410688e-01 -9.83415409e-02 -1.21377061e-01 -8.29944866e-03
  8.13031536e-03  1.02368640e-07]",[7.92706266e-10 2.83779709e-10 1.06849298e-15],[-2.22044605e-16  1.11909371e-11  1.05207509e-11],The solution converged.,0.49524738234394233,2.4331298510840025,3.087697974507172,[0.49833698 2.28227942 3.24010905],True,1,hybr,11,"[[-5.96850501e-07  9.27983520e-01  3.72621238e-01]
 [ 1.68060532e-05 -3.72621237e-01  9.27983520e-01]
 [-1.00000000e+00 -6.81615978e-06  1.53733413e-05]]","[ 1.00465740e-01 -8.10874990e-02 -6.37676549e-02 -3.24718729e-03
  2.69181213e-03  8.81080725e-08]",[1.71458744e-10 7.72444383e-11 1.52890581e-15],[2.22044605e-16 1.37242440e-11 7.93122512e-12],The solution converged.,0.49833697940723126,2.282279423523723,3.2401090544029896,[0.49566147 2.46597092 3.04109143],True,1,hybr,14,"[[-2.34648591e-07 -7.86396243e-01 -6.17722388e-01]
 [-4.79585279e-06 -6.17722388e-01  7.86396243e-01]
 [ 1.00000000e+00 -3.14703241e-06  3.62649293e-06]]","[-1.28120023e-01  1.00090108e-01  1.20872119e-01 -7.41712385e-03
  7.00499119e-03  6.68573175e-08]",[-2.38466039e-11 -1.12005124e-11 -5.03400791e-16],[-4.44089210e-16 -1.11022302e-16  0.00000000e+00],The solution converged.,0.49566147439201974,2.46597092469959,3.041091430614882
9,87,[0.50023463 2.33186483 3.15402047],True,1,hybr,10,"[[-4.20451192e-07  7.84630304e-01  6.19963940e-01]
 [ 4.59290752e-06 -6.19963940e-01  7.84630304e-01]
 [-1.00000000e+00 -3.17733579e-06  3.34306984e-06]]","[ 1.42619883e-01 -9.82754919e-02 -1.22551341e-01 -1.03305479e-02
  1.06991127e-02  1.05527694e-07]",[-2.62801370e-10 -2.79550307e-11 -1.78997216e-17],[4.44089210e-16 4.48530102e-14 3.27116112e-12],The solution converged.,0.5002346255694186,2.3318648273556026,3.154020469485324,[1.42558253 3.00094593 3.61827706],True,1,hybr,92,"[[ 4.09348730e-08 -9.39723736e-01 -3.41934644e-01]
 [ 7.13861422e-07 -3.41934644e-01  9.39723736e-01]
 [ 1.00000000e+00  2.82561423e-07 -6.56835471e-07]]","[-8.66052263e-02  2.02252398e-01 -5.86627667e-02 -2.69366637e-03
 -5.71369926e-04  7.62570399e-12]",[ 4.94823250e-13  1.34865215e-12 -2.23027611e-16],[-2.22044605e-16 -9.26148047e-13  1.09816323e-12],The solution converged.,1.4255825281789656,3.0009459314457465,3.6182770620429836,[0.50084709 2.35599377 3.11596974],True,1,hybr,11,"[[-2.50475625e-07  7.85932430e-01  6.18312394e-01]
 [ 2.31333852e-06 -6.18312394e-01  7.85932430e-01]
 [-1.00000000e+00 -1.62722280e-06  1.66325558e-06]]","[ 1.58600359e-01 -9.26378154e-02 -1.12767642e-01 -1.02993622e-02
  9.33451379e-03  4.13999561e-08]",[-1.79960358e-10  3.83293650e-12  2.75987168e-16],[-2.22044605e-16  1.04702913e-11  9.86066784e-12],The solution converged.,0.5008470861524434,2.35599377462291,3.115969736536922
9,88,[0.50013896 2.35734342 3.12301346],True,1,hybr,10,"[[-4.20789328e-07  7.84673664e-01  6.19909058e-01]
 [ 4.79111798e-06 -6.19909058e-01  7.84673664e-01]
 [-1.00000000e+00 -3.30023974e-06  3.49861298e-06]]","[ 1.42504641e-01 -9.82050811e-02 -1.22492549e-01 -9.90495417e-03
  9.87025510e-03  1.03686928e-07]",[-2.37070638e-11 -1.14122060e-11 -4.47015459e-17],[2.22044605e-16 3.25295346e-14 6.66133815e-14],The solution converged.,0.5001389634140024,2.3573434152453294,3.123013458782611,[0.50505134 2.10316093 3.38345301],True,1,hybr,15,"[[-4.80846421e-07  9.31184656e-01  3.64547851e-01]
 [ 5.33160958e-06 -3.64547851e-01  9.31184656e-01]
 [-1.00000000e+00 -2.39138362e-06  4.78942150e-06]]","[ 1.23680150e-01 -6.08756419e-02 -5.75959004e-02 -7.12128509e-03
  2.67030982e-03  4.49066174e-08]",[ 1.58166375e-10  1.05161131e-11 -1.99859259e-17],[-2.22044605e-16 -4.08644230e-11 -1.82360654e-11],The solution converged.,0.505051336545333,2.1031609312977797,3.383453007596752,[0.50071069 2.38378897 3.08253936],True,1,hybr,9,"[[-4.20535355e-07  7.84570750e-01  6.20039304e-01]
 [ 5.10558926e-06 -6.20039304e-01  7.84570749e-01]
 [-1.00000000e+00 -3.49560575e-06  3.74494754e-06]]","[ 1.42590876e-01 -9.90739323e-02 -1.21650456e-01 -9.36123159e-03
  8.66614946e-03  1.00260390e-07]",[5.15377275e-10 2.16391390e-10 8.88071191e-16],[-2.22044605e-16 -2.03059791e-12 -2.55523380e-12],The solution converged.,0.5007106909588783,2.3837889677859034,3.082539363848341
9,89,[0.49385854 2.42073648 3.12051325],True,1,hybr,10,"[[-3.93971922e-07  7.87010471e-01  6.16939639e-01]
 [ 5.06826397e-06 -6.16939639e-01  7.87010471e-01]
 [-1.00000000e+00 -3.43687297e-06  3.74571992e-06]]","[ 1.50776804e-01 -9.70986454e-02 -1.17268871e-01 -8.90935433e-03
  8.29494415e-03  9.53890464e-08]",[-4.27457504e-11  1.69836272e-12  2.54483760e-17],[0.00000000e+00 9.23372490e-13 6.77569112e-13],The solution converged.,0.4938585424649858,2.420736478381579,3.1205132547067125,[0.49129856 2.53783946 3.0041948 ],True,1,hybr,11,"[[-6.52404935e-07  9.28701735e-01  3.70827571e-01]
 [ 3.57987975e-05 -3.70827570e-01  9.28701735e-01]
 [-9.99999999e-01 -1.38810707e-05  3.30044756e-05]]","[ 9.26514692e-02 -7.49337815e-02 -7.10547709e-02 -1.46805254e-03
  1.15618263e-03  9.21104195e-08]",[2.18902963e-10 6.10206864e-12 7.56333464e-17],[0.00000000e+00 1.45222168e-11 6.04417905e-12],The solution converged.,0.4912985562865573,2.5378394577670615,3.0041947957872814,[0.49431503 2.45090006 3.07676579],True,1,hybr,8,"[[-4.21140494e-07  7.85699454e-01  6.18608413e-01]
 [ 6.03474708e-06 -6.18608413e-01  7.85699454e-01]
 [-1.00000000e+00 -4.06403517e-06  4.48097643e-06]]","[ 1.42384338e-01 -9.82891209e-02 -1.21236756e-01 -7.87659765e-03
  7.63803210e-03  1.01996281e-07]",[-1.10963518e-09 -2.27107578e-10 -6.81179882e-16],[0.00000000e+00 7.21900317e-12 4.15795176e-12],The solution converged.,0.49431502573352365,2.4509000586284277,3.0767657895608878
9,90,[0.49415114 2.49037549 3.02891825],True,1,hybr,9,"[[-4.20468178e-07  7.85662668e-01  6.18655132e-01]
 [ 6.66706397e-06 -6.18655132e-01  7.85662668e-01]
 [-1.00000000e+00 -4.45495949e-06  4.97793847e-06]]","[ 1.42611617e-01 -9.99055988e-02 -1.20214147e-01 -7.22624182e-03
  6.34865645e-03  9.76595524e-08]",[-6.70634903e-10 -2.58185054e-10 -1.21731103e-15],[0.00000000e+00 5.11430898e-11 2.93000624e-11],The solution converged.,0.49415114220920314,2.490375488391027,3.0289182474093894,[0.49366464 2.51280153 3.00659601],True,1,hybr,9,"[[-6.30811353e-07  9.28144975e-01  3.72218894e-01]
 [ 2.98939473e-05 -3.72218894e-01  9.28144975e-01]
 [-1.00000000e+00 -1.17125764e-05  2.75111171e-05]]","[ 9.50592078e-02 -7.31192519e-02 -7.44962418e-02 -1.74807006e-03
  1.16412799e-03  8.66471643e-08]",[-1.51463177e-09  8.12714512e-12  1.19839937e-15],[ 0.00000000e+00 -3.76171871e-11 -2.06178546e-11],The solution converged.,0.4936646438380032,2.5128015301002202,3.00659601163626,[0.49434372 2.5330951  2.97256803],True,1,hybr,11,"[[-8.03595295e-07  7.81614899e-01  6.23761292e-01]
 [ 2.05089407e-05 -6.23761292e-01  7.81614899e-01]
 [-1.00000000e+00 -1.34207854e-05  1.55288419e-05]]","[ 1.18751560e-01 -1.10234405e-01 -1.35193563e-01 -5.29588047e-03
  6.13000405e-03  2.63638242e-07]",[-1.49589622e-10  5.87539029e-12  4.62752153e-16],[-4.44089210e-16 -1.07291953e-12 -6.81843471e-13],The solution converged.,0.4943437202550674,2.533095097515747,2.9725680339748664
9,91,[0.50073888 2.28238515 3.21030397],True,1,hybr,19,"[[ 3.61467641e-08 -7.80861509e-01 -6.24704173e-01]
 [-1.33101130e-07 -6.24704173e-01  7.80861509e-01]
 [ 1.00000000e+00 -5.49232145e-08  1.26514584e-07]]","[-2.04927085e-01  9.23778781e-02  1.23214620e-01 -1.23685304e-02
  1.10044408e-02 -5.74013235e-09]",[-8.02619395e-24  2.95543879e-23 -2.22044605e-16],[0. 0. 0.],The solution converged.,0.5007388849737004,2.282385150928849,3.2103039695068825,[0.49860466 2.38999493 3.10071719],True,1,hybr,9,"[[-6.30291148e-07  9.27960629e-01  3.72678241e-01]
 [ 2.08338740e-05 -3.72678241e-01  9.27960629e-01]
 [-1.00000000e+00 -8.34921690e-06  1.90981191e-05]]","[ 9.51377162e-02 -7.44298008e-02 -7.34366008e-02 -2.54603886e-03
  1.89792348e-03  9.06820710e-08]",[3.27756860e-11 1.12902236e-11 2.14560872e-16],[ 2.22044605e-16 -1.59039448e-13 -7.30387972e-14],The solution converged.,0.49860465789694985,2.389994934294144,3.100717192476799,[0.50140742 2.30292719 3.17609044],True,1,hybr,10,"[[-4.20922313e-07  7.84474603e-01  6.20160945e-01]
 [ 4.31257143e-06 -6.20160945e-01  7.84474603e-01]
 [-1.00000000e+00 -3.00469124e-06  3.12206318e-06]]","[ 1.42459889e-01 -9.72181091e-02 -1.23854160e-01 -1.09102622e-02
  1.14913761e-02  1.06547205e-07]",[-6.36423597e-10 -1.61156393e-10 -4.27113565e-16],[-4.44089210e-16  2.28972397e-12  1.22530319e-11],The solution converged.,0.5014074231148642,2.302927185651742,3.176090438713221
9,92,[0.49827709 2.37074131 3.12908831],True,1,hybr,10,"[[-2.31367526e-07  7.86552264e-01  6.17523713e-01]
 [ 2.17143470e-06 -6.17523713e-01  7.86552264e-01]
 [-1.00000000e+00 -1.52289507e-06  1.56507195e-06]]","[ 1.56821216e-01 -9.38411982e-02 -1.12466475e-01 -9.81890754e-03
  8.98214659e-03  3.26699816e-08]",[-1.34325005e-10  3.36157918e-12  2.60422499e-16],[ 0.00000000e+00 -6.90270063e-12 -4.78045381e-12],The solution converged.,0.49827709169813605,2.3707413078744146,3.1290883073412132,[0.59562544 2.75094479 2.75785324],False,5,hybr,37,"[[-2.13075081e-07 -9.29429188e-01 -3.69000521e-01]
 [-4.31168462e-04 -3.69000487e-01  9.29429102e-01]
 [ 9.99999907e-01 -1.59299425e-04  4.00661929e-04]]","[-8.43628256e-04  8.06421312e-02  6.80484240e-02 -1.47095678e-05
  3.67512280e-05  2.49511029e-08]",[2.64371620e-06 7.36220464e-04 3.17435638e-07],[ 2.22044605e-16 -2.71682742e-04  6.84233070e-04],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.5956254441226932,2.7509447864557703,2.7578532407043856,[0.49882977 2.39769782 3.08820476],True,1,hybr,13,"[[-7.98119445e-08  7.85440035e-01  6.18937761e-01]
 [ 5.43287212e-07 -6.18937761e-01  7.85440035e-01]
 [-1.00000000e+00 -3.98948467e-07  3.77320901e-07]]","[ 1.49634420e-01 -9.74009527e-02 -1.16704911e-01 -9.10709545e-03
  8.38682026e-03 -1.51370613e-08]",[-5.67519744e-13 -6.04466256e-14  1.24549757e-20],[-4.44089210e-16  2.22044605e-15  3.77475828e-15],The solution converged.,0.49882977431797154,2.3976978181312933,3.088204763821665
9,93,[0.49292208 2.46719076 3.07339332],True,1,hybr,9,"[[-4.22660775e-07  7.86097811e-01  6.18102121e-01]
 [ 6.29844586e-06 -6.18102121e-01  7.86097811e-01]
 [-1.00000000e+00 -4.22533546e-06  4.68994698e-06]]","[ 1.42248155e-01 -9.76536704e-02 -1.21395398e-01 -7.39217608e-03
  7.29331160e-03  1.02546275e-07]",[-1.54120519e-10 -4.50525984e-11  3.42395045e-18],[0.00000000e+00 2.28116415e-11 1.91169858e-11],The solution converged.,0.49292208342164917,2.467190763553477,3.073393320578728,[0.53735297 2.77856567 2.77311825],False,5,hybr,51,"[[-1.22745057e-08  9.30140026e-01  3.67205028e-01]
 [-5.69740971e-05 -3.67205027e-01  9.30140024e-01]
 [-9.99999998e-01  2.09097579e-05 -5.29983954e-05]]","[-6.28598137e-04 -6.76363322e-02 -7.86141371e-02  1.45726330e-05
 -2.21833344e-05  7.60240223e-09]",[-1.01510799e-06  5.11246214e-04 -2.91277792e-08],[ 0.         -0.00018894  0.00047505],"The iteration is not making good progress, as measured by the 
  improvement from the last ten iterations.",0.5373529671309804,2.7785656650820205,2.773118250381941,[0.49323568 2.50355709 3.02357447],True,1,hybr,11,"[[-2.10165738e-07  7.84646694e-01  6.19943195e-01]
 [ 6.21510221e-07 -6.19943195e-01  7.84646694e-01]
 [-1.00000000e+00 -5.50206884e-07  3.57375121e-07]]","[ 1.28507408e-01 -1.09208988e-01 -1.22573194e-01 -6.35146889e-03
  6.14341560e-03  3.17295802e-08]",[-7.67642125e-11 -2.83128695e-11  2.20581075e-16],[-2.22044605e-16 -4.26804148e-11 -6.98050506e-11],The solution converged.,0.4932356845025997,2.5035570928143867,3.023574474679155
9,94,[0.4990832  2.35298419 3.14156368],True,1,hybr,9,"[[-4.20883284e-07  7.84878528e-01  6.19649656e-01]
 [ 4.80531012e-06 -6.19649656e-01  7.84878528e-01]
 [-1.00000000e+00 -3.30795101e-06  3.51078455e-06]]","[ 1.42472825e-01 -9.75225006e-02 -1.23497455e-01 -9.81784182e-03
  1.00270886e-02  1.05015055e-07]",[1.73817059e-11 3.41808227e-10 1.63517886e-15],[ 2.22044605e-16 -1.72450942e-12 -4.52832216e-12],The solution converged.,0.49908319806071455,2.3529841924763737,3.141563680058629,[0.50055451 2.2785512  3.21742357],True,1,hybr,12,"[[-4.07638589e-07  9.28876478e-01  3.70389644e-01]
 [ 1.24044546e-05 -3.70389644e-01  9.28876478e-01]
 [-1.00000000e+00 -4.97312743e-06  1.13712210e-05]]","[ 1.20559875e-01 -7.36025376e-02 -5.37173260e-02 -3.93054427e-03
  2.43756261e-03  4.49955331e-08]",[-1.38375767e-10  3.20088161e-12  9.61124930e-17],[-3.33066907e-16  3.55041552e-11  1.57008434e-11],The solution converged.,0.5005545059487914,2.278551200897051,3.217423568839492,[0.49966371 2.37846708 3.10219761],True,1,hybr,9,"[[-4.20824115e-07  7.84806583e-01  6.19740774e-01]
 [ 5.05981295e-06 -6.19740774e-01  7.84806583e-01]
 [-1.00000000e+00 -3.46603793e-06  3.71017265e-06]]","[ 1.42506099e-01 -9.84014387e-02 -1.22131507e-01 -9.38180385e-03
  9.08724465e-03  1.02315212e-07]",[4.24853500e-10 1.91938043e-10 1.01442660e-15],[-4.44089210e-16 -5.27121680e-11 -4.28019287e-11],The solution converged.,0.4996637109313749,2.3784670757480963,3.102197607891951
9,95,[0.49190172 2.54273516 2.99055812],True,1,hybr,10,"[[-4.21631743e-07  7.86972597e-01  6.16987951e-01]
 [ 8.39582337e-06 -6.16987951e-01  7.86972597e-01]
 [-1.00000000e+00 -5.51193449e-06  6.34714122e-06]]","[ 1.42219799e-01 -9.92721094e-02 -1.16444015e-01 -5.71588684e-03
  6.27468471e-03  1.06629724e-07]",[-3.64284393e-10 -1.84285759e-10 -1.39363682e-15],[-3.33066907e-16 -1.65346625e-11 -3.02569081e-11],The solution converged.,0.4919017152210413,2.542735160372646,2.9905581210026693,[0.50009293 2.14828631 3.38769941],True,1,hybr,13,"[[-6.58620495e-07  9.28084804e-01  3.72368900e-01]
 [ 1.13404611e-05 -3.72368900e-01  9.28084803e-01]
 [-1.00000000e+00 -4.83409068e-06  1.02796598e-05]]","[ 1.09879222e-01 -9.01219629e-02 -5.21608138e-02 -4.56672278e-03
  3.83450696e-03  1.00844559e-07]",[1.70973443e-10 5.34418624e-11 7.15493351e-16],[-2.22044605e-16  1.38777767e-10  1.13263773e-10],The solution converged.,0.500092926157642,2.1482863110047843,3.387699411232021,[0.49175377 2.59896229 2.92124556],True,1,hybr,28,"[[-6.31235550e-07 -7.89217396e-01 -6.14113917e-01]
 [-1.70316906e-05 -6.14113916e-01  7.89217395e-01]
 [ 1.00000000e+00 -1.09575803e-05  1.30540560e-05]]","[-7.20065882e-02  1.04442070e-01  1.18542643e-01 -4.03919384e-03
  3.99937191e-03  1.42944396e-07]",[-4.96168094e-15  2.39916454e-15 -5.55073783e-16],[-2.22044605e-16  1.11022302e-16  1.11022302e-16],The solution converged.,0.4917537716099224,2.5989622906983563,2.9212455594134776
