,,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg
,,c,A1,A2,tau1,tau2,red_chi2,nfev,success
0,19,0.0,0.9753935120258519,0.024606487974148064,2.532043574211936,50595.16863781899,1.2298104800070135,353,True
0,20,0.0,0.9877566858927452,0.01224331410725475,2.6185374759760154,63803.02364166693,0.9624516360844366,308,True
0,21,0.0,0.9833334220576605,0.016666577942339597,2.6124928518140735,38007.43768271439,0.8932188763062294,353,True
0,22,0.0,0.9843990103108621,0.015600989689137925,2.5467754594042407,62071.813157956036,0.958396298538229,294,True
0,23,0.0,0.9840513729141407,0.015948627085859302,2.6459315522512283,67509.20611507997,0.7994897919625568,375,True
0,24,0.0,0.11249411255010947,0.8875058874498906,0.1416584613314349,2.853310972052882,0.9896928428295771,119,True
0,25,0.0,0.989157195935254,0.010842804064745973,2.6739944265254896,162127.14111658453,0.9616344963607779,323,True
0,26,0.0,0.13798444662578171,0.8620155533742183,0.1960788993773741,2.8003879308837494,0.9726829689828032,89,True
0,27,0.0,0.991798007387406,0.008201992612593977,2.7218548430418443,36490.11836706603,1.057715890782175,337,True
0,28,0.0,0.9628913466019144,0.03710865339808552,2.6299685183833663,13.039790118316022,0.8773648843021086,270,True
0,29,0.0,0.9850404449019781,0.014959555098021847,2.6558718797560106,88595.77491514414,1.1745208532583034,351,True
0,30,0.0,0.9767183054866947,0.023281694513305248,2.470014454710486,19700.17692278461,0.9562108692213015,359,True
0,31,0.0,0.9847835776916105,0.015216422308389413,2.610413877287473,76548.78335331794,1.1669770633018672,326,True
0,32,0.0,0.998751810779521,0.0012481892204789689,2.8781493437242767,2372.023292476487,0.8927203412527837,309,True
0,33,0.0,0.9861704781262103,0.013829521873789732,2.6892159830718083,9287.07671091694,1.09009096724601,401,True
0,34,0.0,0.17225322935585452,0.8277467706441455,0.051909792550437484,2.8224238937870356,0.8544977486595942,85,True
0,35,0.0,0.97927795561564,0.02072204438436003,2.5582999241057847,43566.22581920738,0.984878826197826,315,True
0,36,0.0,0.32567935846584994,0.6743206415341501,1.381804458587157,3.3746698377629567,0.9366981648114789,58,True
0,37,0.0,0.9525743236291379,0.047425676370862174,2.5477319377877072,9.544201400170563,0.9832609027253927,215,True
0,38,0.0,0.9901305738177074,0.009869426182292605,2.681148267273035,104168.57674781626,0.9028919741489054,326,True
0,39,0.0,0.9757702640314586,0.024229735968541433,2.5331587318055897,212584.31445512487,0.9329846896194245,331,True
0,40,0.0,0.5971804569893675,0.40281954301063244,2.0220169533825163,3.8416119948585132,0.8929017229965276,65,True
0,41,0.0,0.49062367779247357,0.5093763222075264,1.8415540162331503,3.632745505652914,1.0479992457015037,69,True
0,42,0.0,0.49597391944351815,0.5040260805564819,2.7682212626620157,2.7682210445836697,0.8275170440607832,36,True
0,43,0.0,0.15192233512405795,0.848077664875942,0.8331038758009368,3.0710482156172016,0.8928747957413663,103,True
0,44,0.0,0.9911227894445225,0.008877210555477492,2.699521260094112,41285.01415894706,0.8760016421410619,386,True
0,45,0.0,0.9773532721526696,0.022646727847330333,2.5455289936954566,86367.77382860988,1.0060059957352256,363,True
0,46,0.0,0.14321080517148455,0.8567891948285153,2.7263666019318826,2.726475853384655,0.9101335751291425,59,True
0,47,0.0,0.4294446389319576,0.5705553610680424,2.865974697067675,2.8654754138717533,0.8815001448414499,48,True
0,48,0.0,0.9849113317501884,0.015088668249811548,2.660654643102686,303202.3501776776,0.8140276953463222,357,True
0,49,0.0,0.5029451405460043,0.49705485945399575,2.753994860816965,2.753966988974265,1.1411731789417712,41,True
0,50,0.0,0.9777092707830971,0.022290729216902883,2.5773663852871285,23705.64754239067,0.893997960946909,449,True
0,51,0.0,0.988087769504679,0.011912230495321006,2.6630104335076994,69621.93874628078,0.9334203841043028,347,True
0,52,0.0,0.994827715628847,0.005172284371153007,2.7757309680496904,19477.619688705425,0.7715996825262486,341,True
0,53,0.0,0.6575327339382848,0.34246726606171524,2.8924887978334506,2.8927810634716904,0.8503301404882101,35,True
0,54,0.0,0.13074970907470126,0.8692502909252988,0.11661516890151558,2.7809793562747505,0.946190214866285,101,True
0,55,0.0,0.5077281822388776,0.49227181776112244,2.7744673531702237,2.7744681462004674,0.9741383616138113,36,True
0,56,0.0,0.12682131197013433,0.8731786880298656,1.0988768593485334,2.9367104081391937,1.086671980579751,39,True
0,57,0.0,0.15612994134761735,0.8438700586523826,0.10195829732786432,2.8486115325674373,0.9078258730053097,120,True
0,58,0.0,0.110145139297521,0.889854860702479,1.0789581154665293,2.9324809796829423,0.7590830547846396,77,True
0,59,0.0,0.9799700562928771,0.02002994370712285,2.526477443463451,51657.269062239866,0.8155372971403562,384,True
0,60,0.0,0.4816936686231737,0.5183063313768264,2.037103900239838,3.3737493965975762,0.74502853900888,37,True
0,61,0.0,0.9842859821012996,0.01571401789870044,2.5922122156978937,188893.94620681336,0.910486667925886,307,True
0,62,0.0,0.9878817295868185,0.01211827041318156,2.679669708743501,40917.077709282086,1.124794813802119,351,True
0,63,0.0,0.9922973898408616,0.007702610159138383,2.6369040283134146,68080.59097215148,0.9821121498522427,312,True
0,64,0.0,0.9753577863026969,0.02464221369730311,2.516110865613336,116796.41973788872,0.8786465683820364,243,True
0,65,0.0,0.9938426979490246,0.006157302050975463,2.6473431570080774,66545.87951608186,0.6720123051036886,365,True
0,66,0.0,0.1717220918690696,0.8282779081309304,0.8976460609256254,3.041571830988482,0.8289544600914635,44,True
0,67,0.0,0.989417518287878,0.0105824817121219,2.6368953095383842,49246.58585198952,0.7560256715412048,352,True
0,68,0.0,0.9936927562931609,0.006307243706839163,2.710597902723331,66326.43732433583,0.8376239138175869,375,True
0,69,0.0,0.9869604012955346,0.01303959870446537,2.589467322332288,69570.95763043877,0.8045758234948215,363,True
0,70,0.0,0.5120089176704661,0.48799108232953403,2.7727853952022152,2.772943204600677,0.8837683481856905,36,True
0,71,0.0,0.992292152923935,0.007707847076065044,2.7293348249616147,122402.17140855025,0.8461474531567359,358,True
0,72,0.0,0.9937002978078378,0.006299702192162362,2.7243764696028805,84105.47661076253,0.9156639967581721,326,True
0,73,0.0,0.6274239635223675,0.37257603647763254,2.7715887384724893,2.771287083994587,0.8463559644163084,35,True
0,74,0.0,0.05803844681027062,0.9419615531897294,0.7234949100722166,2.8375247974953983,0.9320365767317277,221,True
0,75,0.0,0.13799645966570973,0.8620035403342903,0.10937577328504378,2.830447034578965,1.044027558263897,98,True
0,76,0.0,0.9841493514392395,0.015850648560760475,2.5858040513801974,247061.66637057578,1.1132538843341482,305,True
0,77,0.0,0.9949770687691009,0.005022931230899072,2.7315874149373673,32354.111027917228,0.8619968817100295,556,True
0,78,0.0,0.867119408890755,0.132880591109245,2.251647008594851,6.184638944048681,0.9046288483339529,232,True
0,79,0.0,0.9853335886979393,0.014666411302060823,2.606844985532365,22376.568482821713,0.9480221304034488,383,True
0,80,0.0,0.9834713065213356,0.016528693478664317,2.535839866365503,44113.80255550144,0.8207613176120551,320,True
0,81,0.0,0.9837459590611547,0.016254040938845287,2.5864320515813315,118675.75569285068,0.8322595068725367,351,True
0,82,0.0,0.9822686224527667,0.017731377547233355,2.575975738621187,41513.181873384994,1.1825471640090308,315,True
0,83,0.0,0.9931070628580997,0.006892937141900278,2.7320418716675468,33663.43013823083,1.0148493709227464,397,True
0,84,0.0,0.9880719965053228,0.011928003494677075,2.670796527110218,5361.570733581812,0.9453738902445159,365,True
0,85,0.0,0.9933147671848803,0.006685232815119719,2.7672349218896137,43368.400773675115,0.8506267737367411,322,True
0,86,0.0,0.3865587934850354,0.6134412065149647,2.7727070510273393,2.773926756890061,0.9212595648703504,35,True
0,87,0.0,0.9843561013605894,0.015643898639410684,2.611658127385976,245881.5519697772,0.8449931062501966,364,True
0,88,0.0,0.9837299885321364,0.016270011467863627,2.544970638015218,36504.17127132198,0.8494079699897098,477,True
0,89,0.0,0.9829001765502431,0.017099823449756912,2.6132101059375548,26178.410228517332,0.9322614185459227,429,True
0,90,0.0,0.9786456428298762,0.021354357170123805,2.5975015904604994,85292.55543913848,1.1152627551399381,345,True
0,91,0.0,0.9883792722674921,0.011620727732507963,2.6634538064562987,258689.1813280556,0.9473886018761775,351,True
0,92,0.0,0.9849826821001207,0.015017317899879345,2.5711053983354013,19463.319068664292,0.7869358281519259,405,True
0,93,0.0,0.9812349602341306,0.018765039765869355,2.5752284385061888,63068.541500225794,0.8609846853338633,376,True
0,94,0.0,0.05033180529391179,0.9496681947060881,1.1178339592371165,2.915263233143484,1.0525830612193072,114,True
0,95,0.0,0.9813454432881238,0.018654556711876276,2.547961129147518,9524.532451977939,0.8793589794205159,414,True
0,96,0.0,0.9829153725107667,0.01708462748923335,2.636768082223333,79582.11251759839,0.8873833068846829,293,True
0,97,0.0,0.9887935114757772,0.011206488524222803,2.7205917483638147,100096.4519169043,1.144121382566075,393,True
0,98,0.0,0.18661178781583315,0.8133882121841668,0.9517931421035115,3.0429270829991326,0.8906698819811084,43,True
0,99,0.0,0.9885101824727617,0.011489817527238214,2.638853427381676,67291.13007556913,0.7839518098124927,340,True
1,0,0.0,0.044554131774036235,0.9554458682259638,0.7589742221887577,2.8146273310267804,0.9336324394115033,131,True
1,1,0.0,0.9621379747598486,0.03786202524015139,2.537359924534556,9.356036569338677,0.769034331450464,244,True
1,2,0.0,0.9964599119654289,0.0035400880345710017,2.7260799563450573,5730.844473065602,1.044209197887126,440,True
1,3,0.0,0.8094982036339009,0.19050179636609918,2.380234416807421,4.328033984722111,0.9024229871502998,95,True
1,4,0.0,0.9961042009113278,0.003895799088672273,2.745033203499969,26851.825525356213,0.7471045846202425,441,True
1,5,0.0,0.11794556829671166,0.8820544317032883,0.381797946822962,2.8531765157849223,0.8490354307664008,94,True
1,6,0.0,0.9573329951977617,0.042667004802238256,2.5932432448349707,6.796564517528523,1.0104932868555472,159,True
1,7,0.0,0.9966509775597531,0.003349022440246959,2.757312466743858,81772.05092105783,1.1590223487676203,367,True
1,8,0.0,0.994933025871346,0.005066974128654049,2.7392499662943943,43112.4737657009,0.8904887845731205,351,True
1,9,0.0,0.9939229754785962,0.006077024521403818,2.7112258920784633,110455.22383243935,0.9248112264498628,368,True
1,10,0.0,0.08450308840964675,0.9154969115903532,0.03492648947916721,2.7488768698426256,0.8910828637568284,132,True
1,11,0.0,0.07004869987421221,0.9299513001257879,0.9337345017031746,2.9255510886753835,1.0244298225033945,102,True
1,12,0.0,0.09241372582579077,0.9075862741742092,0.03217021887484095,2.7819659140302617,0.9893561414994272,125,True
1,13,0.0,0.10060183490407183,0.8993981650959282,0.18602025775501096,2.8169998336786195,0.9530380946389112,96,True
1,14,0.0,0.992494851014513,0.007505148985487046,2.6885960444119825,139916.30629213183,0.8347668655804942,370,True
1,15,0.0,0.9908034459847718,0.009196554015228271,2.6483482007126575,80488.20801152359,1.0873824917894768,377,True
1,16,0.0,0.996785366159104,0.00321463384089609,2.7326638149748645,61175.90012648142,1.0231997076381607,344,True
1,17,0.0,0.9988229239125511,0.0011770760874488958,2.8024095797113415,9428.261191344878,0.8766732350249632,406,True
1,18,0.0,0.994158726340869,0.005841273659130976,2.6493900347607027,62837.72320591852,1.0953850386242707,375,True
1,19,0.0,0.5833358229022211,0.41666417709777887,2.3604557651380604,3.338692491873842,1.0530240093679755,31,True
1,20,0.0,0.9969182493576695,0.0030817506423305332,2.762844396636447,171810.3439843803,0.890770911295446,346,True
1,21,0.0,0.051662147767089855,0.9483378522329102,1.383738257292995,2.8475678915763623,0.8801228172843008,281,True
1,22,0.0,0.9906218131939174,0.00937818680608263,2.643385048729473,73621.48174841884,0.9069549902804915,418,True
1,23,0.0,0.11252758304427578,0.8874724169557242,0.4340704788806198,2.8654121988590933,1.0771423693820839,63,True
1,24,0.0,0.10547676121571521,0.8945232387842847,0.09170637445262364,2.769545667898879,0.9429660976905799,99,True
1,25,0.0,0.989719195390908,0.010280804609091993,2.6690679642920045,23990.767613893808,0.9982848234117954,445,True
1,26,0.0,0.4972173211420452,0.5027826788579548,2.108144615870709,3.315016998848778,0.890369596380773,31,True
1,27,0.0,0.9937470131351098,0.006252986864890207,2.7205384996501114,119586.6108166699,1.0470532017142071,377,True
1,28,0.0,0.11854391554055205,0.881456084459448,0.6046729830844377,2.883137188879499,1.0145152020226842,111,True
1,29,0.0,0.9884038056071055,0.011596194392894582,2.635635097339773,35.10331209851824,1.080864384163008,370,True
1,30,0.0,0.9920190329184317,0.007980967081568193,2.6618434547868257,96647.71617857908,0.9502439485301027,356,True
1,31,0.0,0.9937908352512962,0.00620916474870378,2.702278106671421,39267.558588397704,0.9216042050174412,389,True
1,32,0.0,0.9791863381472777,0.020813661852722296,2.5496601983817997,24.82035900915504,0.9817730574987145,250,True
1,33,0.0,0.821456062331392,0.17854393766860804,2.4423178349777195,4.286898892917899,1.1514672482216153,195,True
1,34,0.0,0.9959460162973267,0.004053983702673338,2.7559861388831397,136352.0239349759,0.8070623016268811,395,True
1,35,0.0,0.9954294668422417,0.004570533157758407,2.7003725422292493,83518.38333298646,1.1569280585747317,312,True
1,36,0.0,0.9952649467598583,0.004735053240141733,2.7181026996468165,21138.228563377295,0.7939085813537683,377,True
1,37,0.0,0.8394037398177605,0.16059626018223944,2.427860766589849,4.596779312834866,0.9241613891289884,125,True
1,38,0.0,0.9941487279351764,0.00585127206482369,2.673556705350444,46703.36859676109,0.906660595323197,347,True
1,39,0.0,0.9917098338407168,0.008290166159283279,2.6950094101110333,8829.390611483215,0.8976028657442617,514,True
1,40,0.0,0.9930111209725112,0.006988879027488796,2.696847519390008,109703.06820893785,0.9431786866158463,401,True
1,41,0.0,0.992750571794748,0.007249428205251973,2.6471011611379915,54018.215213766576,0.9323567804449382,357,True
1,42,0.0,0.16957653696619374,0.8304234630338062,1.4009278727518866,2.9878527633504515,0.9295074066832341,70,True
1,43,0.0,0.9977282090569599,0.0022717909430400953,2.749851833002126,34712.96755472784,0.8948658416825637,354,True
1,44,0.0,0.993278703546563,0.0067212964534370066,2.6545674373123673,136438.8859351095,1.0138714257362167,409,True
1,45,0.0,0.05389358442370498,0.946106415576295,1.0617311889894263,2.847629047965733,0.8904552161554707,123,True
1,46,0.0,0.9902063596767321,0.00979364032326785,2.632152792771429,15610.152130038718,1.0903604140693912,447,True
1,47,0.0,0.5968623174545584,0.4031376825454416,2.817940562696015,2.818679366534126,1.005201820989144,36,True
1,48,0.0,0.9880100818686711,0.011989918131328796,2.6084983357569964,166183.11058870424,0.855478343250428,416,True
1,49,0.0,0.996482591266007,0.0035174087339930474,2.722422936315185,6965.253300647425,0.8612764448628928,418,True
1,50,0.0,0.9978278014208257,0.00217219857917432,2.741871092961161,55853.23180111889,1.0277656008017237,338,True
1,51,0.0,0.9910733643828077,0.00892663561719234,2.637190556014565,65329.49595791331,0.7704127650818394,616,True
1,52,0.0,0.9879366887269241,0.012063311273075996,2.583625506550823,611551.8047374889,0.9133684960028248,303,True
1,53,0.0,0.9940275115890315,0.005972488410968546,2.6778473460776935,260395.2170847034,0.8454552391492769,324,True
1,54,0.0,0.16346980902914177,0.8365301909708582,1.4724392188963211,3.0211276830445817,0.9199859987167793,103,True
1,55,0.0,0.1692188986704764,0.8307811013295235,1.3843969024319311,2.9952822651644184,0.9120677788020269,51,True
1,56,0.0,0.9902456132831576,0.009754386716842358,2.6299390674915837,22010.40130040983,0.8548763727473966,378,True
1,57,0.0,0.5026317500587355,0.4973682499412645,2.7594829382361787,2.759010875390681,0.9896523440799864,35,True
1,58,0.0,0.35377087353981757,0.6462291264601825,2.788083153602438,2.787973897342909,0.8362149716521625,48,True
1,59,0.0,0.08920156646729985,0.9107984335327002,0.13475000094585798,2.8095721249310555,0.9346180449594838,144,True
1,60,0.0,0.9939697949027023,0.006030205097297661,2.68053275894214,162006.69154714118,0.8777865410761436,420,True
1,61,0.0,0.09752964597548718,0.9024703540245128,0.2809846261180857,2.8456231028108534,0.9796377658155604,94,True
1,62,0.0,0.9912241624601457,0.008775837539854356,2.655358942527326,69378.5985525692,0.8427661594104044,445,True
1,63,0.0,0.9911688234068655,0.008831176593134498,2.6481580456057223,400634.5531070015,0.9657241420284589,299,True
1,64,0.0,0.9890702669660412,0.01092973303395879,2.61339813400238,55362.81120325635,1.1042177441697474,462,True
1,65,0.0,0.12903963563004323,0.8709603643699567,0.0006474547440911138,2.790624117500761,0.9640917838400563,298,True
1,66,0.0,0.9878252788270552,0.012174721172944747,2.595015479498697,34339.54322172543,0.8312149470300568,373,True
1,67,0.0,0.9959911258921157,0.004008874107884238,2.7304269615270234,7796.172504268315,0.8801306054945831,441,True
1,68,0.0,0.9878728329568773,0.012127167043122656,2.617318279831265,172.67421410706157,0.9059499086753542,338,True
1,69,0.0,0.9965330009220851,0.0034669990779149116,2.7561588047635186,70236.91794686268,0.9748101670445812,413,True
1,70,0.0,0.9918888040878949,0.008111195912105126,2.6893980876073242,7388.169815571215,1.1021467147443897,386,True
1,71,0.0,0.1012134974796273,0.8987865025203727,1.0525153355624237,2.9571397199465235,0.995504837595619,98,True
1,72,0.0,0.9941156032736557,0.005884396726344303,2.7441364729798408,32734.798702266246,0.8660043149050728,358,True
1,73,0.0,0.9952873433208097,0.004712656679190373,2.696515046364607,60867.88475849478,0.8447739925880167,447,True
1,74,0.0,0.9912045951643063,0.008795404835693818,2.7035076359217722,58284.946401569934,0.8772940736930631,340,True
1,75,0.0,0.4540393566709801,0.5459606433290198,1.9874113757739647,3.307663925652504,0.9698545352609228,50,True
1,76,0.0,0.9938088788194221,0.006191121180577791,2.7341062356664607,59774.0488481871,0.7468420350057459,458,True
1,77,0.0,0.388840661116719,0.6111593388832809,1.891350637083518,3.162710587659875,0.9678410261415139,32,True
1,78,0.0,0.9887241889914685,0.011275811008531358,2.5873541794725727,296789.08739470644,0.86683431268386,364,True
1,79,0.0,0.99359908448936,0.0064009155106400425,2.6803307343987424,103308.73691969048,1.0112449119797284,393,True
1,80,0.0,0.9891364645518637,0.010863535448136417,2.679939241211786,180002.36608826142,0.9550351962945033,350,True
1,81,0.0,0.9909275102752324,0.009072489724767584,2.667974402427121,182962.8506925212,0.7763299340514342,375,True
1,82,0.0,0.9952557571031084,0.004744242896891527,2.7520832674872553,122354.31837905325,0.7856722166852993,390,True
1,83,0.0,0.9932191708663525,0.006780829133647537,2.7411114268932883,75251.31491130337,1.0823427211379135,396,True
1,84,0.0,0.994941988403441,0.0050580115965589345,2.728013893614767,60440.13001706323,1.0184299627707378,294,True
1,85,0.0,0.9264455801698332,0.07355441983016679,2.4704726117965565,6.678193530212789,1.027829180532581,221,True
1,86,0.0,0.9913784159268749,0.008621584073125065,2.656814149660063,428393.5428250942,0.8600886325453226,356,True
1,87,0.0,0.0797524868926405,0.9202475131073595,1.153876876716931,2.838822786630558,1.1133873114721775,108,True
1,88,0.0,0.9954920046380631,0.004507995361936907,2.7417202822682363,61292.99133576581,0.8878298666285008,381,True
1,89,0.0,0.9971656663878641,0.002834333612136001,2.7665369440505625,29454.504680382008,0.9955564163127203,351,True
1,90,0.0,0.9965924248484174,0.0034075751515825225,2.720778778102681,43766.04936447743,1.1675995456006056,355,True
1,91,0.0,0.9936472207305609,0.006352779269439139,2.749783565328287,79680.22209791998,0.8138787847756105,351,True
1,92,0.0,0.9946336624944438,0.005366337505556141,2.71574283285645,59045.47225113709,0.9555689301466745,369,True
1,93,0.0,0.05864209357984507,0.941357906420155,0.28499203286669417,2.84836908783974,0.9949940909113462,123,True
1,94,0.0,0.9883187079775745,0.01168129202242558,2.5979856017483556,146026.21324723275,0.8122722747218457,364,True
1,95,0.0,0.9468229401260114,0.053177059873988554,2.5971439485944825,6.1071263076811375,0.9222635213802964,129,True
1,96,0.0,0.9934912236276816,0.006508776372318355,2.642644386154414,216584.2016070289,0.7753488132330286,422,True
1,97,0.0,0.9920645626389041,0.007935437361095863,2.663777236499043,33522.07540577464,1.028520136387332,423,True
1,98,0.0,0.9900435743789527,0.009956425621047333,2.652726997481906,21859.647791157448,0.8634209323536202,403,True
1,99,0.0,0.985962422476051,0.014037577523949065,2.5506868853218716,281491.4755659719,1.1368846103573347,344,True
2,0,0.0,0.19991952091180354,0.8000804790881964,1.4896350261076896,2.9666574329386948,0.8222027189942659,65,True
2,1,0.0,0.9971910798928671,0.0028089201071329426,2.7384390889009493,26234.760173548613,1.0735753938323724,421,True
2,2,0.0,0.9793332592713959,0.020666740728604034,2.6727045301565586,7.612580586160277,0.9867374278883833,261,True
2,3,0.0,0.9967586863762596,0.003241313623740343,2.6945687143920733,148219.4893078689,0.8773458737267641,387,True
2,4,0.0,0.5245351311659847,0.4754648688340154,2.2833467613343084,3.231820166089399,0.8876667304695032,37,True
2,5,0.0,0.9973606139931381,0.0026393860068617938,2.77065715590773,54334.963648834455,0.9369285401644984,407,True
2,6,0.0,0.07765542347725962,0.9223445765227404,0.598489196118493,2.8299213374246595,1.1181982967212116,120,True
2,7,0.0,0.9948292815820091,0.0051707184179908645,2.703354726771642,62304.6009897743,0.9571101980830925,365,True
2,8,0.0,0.9976803625732379,0.0023196374267621797,2.721627165972569,224218.43974270596,0.9915131483298418,394,True
2,9,0.0,0.99557967684242,0.004420323157579919,2.708103925223638,30023.788029453717,0.909313517068668,369,True
2,10,0.0,0.9951288093858469,0.004871190614153111,2.716340230955756,1061424.9641710692,1.0508104726186074,385,True
2,11,0.0,0.5494976472225968,0.4505023527774032,2.263181065236623,3.2861520328551475,1.028930225361315,31,True
2,12,0.0,0.9809003026533218,0.019099697346678164,2.7122138465246106,6.366355793037673,0.7578785426474628,400,True
2,13,0.0,0.16848275156638834,0.8315172484336117,1.6441393668772233,2.940178865696385,0.9032878178382716,61,True
2,14,0.0,0.0865221695436531,0.9134778304563469,0.0942450881633412,2.811439011677692,1.0467201726026016,353,True
2,15,0.0,0.9965779974362832,0.0034220025637168383,2.716159850432255,202836.86595872277,0.8692941758247558,419,True
2,16,0.0,0.9976019173232676,0.002398082676732265,2.749694208834972,33566.4004304613,1.0327088513168652,388,True
2,17,0.0,0.9710651414462136,0.02893485855378636,2.6174726964533694,8.171753459821588,0.9457192050192604,202,True
2,18,0.0,0.9952696558416613,0.004730344158338763,2.741458337571895,201677.09071276127,0.9699975683154809,375,True
2,19,0.0,0.055970808762677675,0.9440291912373223,0.9457009759583024,2.8465627738510295,1.120816590124143,140,True
2,20,0.0,0.1826245909767364,0.8173754090232636,1.4320166936983654,2.9375718621887965,1.047007812381626,51,True
2,21,0.0,0.9984345973803725,0.0015654026196274392,2.7375112718321937,46161.05345534968,0.9570180586963667,408,True
2,22,0.0,0.9959557640424512,0.004044235957548842,2.7266778697769305,116490.817451451,0.8926309016715565,365,True
2,23,0.0,0.15063540640128523,0.8493645935987147,1.333096641732888,2.9099978559787494,1.010108798223977,69,True
2,24,0.0,0.9957320901909797,0.004267909809020192,2.7045673281680838,136703.88111940149,0.8614954643423421,420,True
2,25,0.0,0.9341472836625917,0.06585271633740832,2.586978067089323,5.257307448818268,0.9319738433651243,174,True
2,26,0.0,0.07728566125653755,0.9227143387434623,1.553880373698017,2.850208863442875,0.8957157717707099,162,True
2,27,0.0,0.9949961469032843,0.005003853096715727,2.6857593360083345,176268.43156981101,0.9354021880040958,356,True
2,28,0.0,0.9985092104742843,0.0014907895257156606,2.7741208070150774,1717.8031712117904,0.9153465804421749,502,True
2,29,0.0,0.9988433442930527,0.0011566557069473868,2.779254103009755,32329.220996843498,0.923662744641676,399,True
2,30,0.0,0.9955802745884519,0.004419725411548097,2.719820217096881,155675.89656473184,1.022694417035581,408,True
2,31,0.0,0.9953960073476227,0.004603992652377384,2.680300995058305,77445.34070716523,0.97388128542408,408,True
2,32,0.0,0.9833338441484588,0.01666615585154114,2.708842600239635,7.623470543121256,0.890648651895861,357,True
2,33,0.0,0.9951009747287602,0.0048990252712397715,2.713635294313647,22012.198294165424,1.0293731407968847,404,True
2,34,0.0,0.9691451372003156,0.030854862799684506,2.6466774668026813,6.326798976662377,0.8341670463029,233,True
2,35,0.0,0.9954296261227084,0.004570373877291627,2.723794849308602,69817.33572856717,1.0263667404769217,377,True
2,36,0.0,0.9966807170038674,0.003319282996132617,2.7125123260188637,73684.10193549444,0.8289081112452212,408,True
2,37,0.0,0.08741752777200223,0.9125824722279977,0.4074387215089208,2.8534732052578673,1.1029563317887878,283,True
2,38,0.0,0.9967609340316919,0.003239065968308155,2.7214384750467837,129049.90837206981,1.0191281768946816,373,True
2,39,0.0,0.9949347363377467,0.0050652636622533385,2.7010301946533564,163774.78734388875,0.9845950765788475,458,True
2,40,0.0,0.9957364243374502,0.004263575662549739,2.741205978929505,68160.21437293994,1.037466305301137,403,True
2,41,0.0,0.9961250469716614,0.0038749530283386977,2.705152227945275,262540.8343385424,0.9582690632550656,367,True
2,42,0.0,0.9942350482812703,0.005764951718729634,2.713438661765819,111494.57810689535,0.97080599774984,389,True
2,43,0.0,0.9981407387108748,0.0018592612891253036,2.7683992596047835,35162.45446697037,1.0481986224267894,368,True
2,44,0.0,0.9963318222945836,0.003668177705416454,2.746866562827303,196950.0382046045,1.0587845923975334,357,True
2,45,0.0,0.9963321384295836,0.0036678615704165344,2.720953628293656,71277.25030171721,0.9531355979657905,407,True
2,46,0.0,0.07264359704204824,0.9273564029579517,0.2977820595953018,2.815854314577842,0.8886507198455699,151,True
2,47,0.0,0.09754681830907425,0.9024531816909258,0.1615645933352241,2.799935542474932,0.8429549741582131,130,True
2,48,0.0,0.9958748048159298,0.004125195184070265,2.693291948669741,143369.7342908107,0.9752448355552169,356,True
