,,no_bg,no_bg,no_bg,no_bg,no_bg,bg,bg,bg,bg,bg,cont,cont,cont,cont,cont,dis,dis,dis,dis,dis,deconv,deconv,deconv,deconv,deconv
,,A1,tau1,tau2,success,nfev,A1,tau1,tau2,success,nfev,A1,tau1,tau2,success,nfev,A1,tau1,tau2,success,nfev,A1,tau1,tau2,success,nfev
4,17,0.48342830592545577,2.429999809064037,3.0799395675639376,True,19,0.5225697258050244,2.4300000186395323,3.149330053119725,True,10,0.5523679453836003,2.277023048403391,3.248189548053219,True,28,0.4954776099765731,2.4374432224576132,3.0877814717356946,True,8,0.497,2.43,3.07,False,17
4,18,0.5244558920172214,2.4300006717055016,3.0939914092216716,True,20,0.5670059710716027,2.433583888369582,3.172356319754209,True,18,0.5680941434764853,2.2697540397062923,3.2476515906610897,True,27,0.5001337829725404,2.414677631744109,3.07628241956721,True,8,0.497,2.43,3.07,False,17
4,19,0.2770672167461328,2.4432137674985324,2.9016225489517544,True,18,0.34103085278858025,2.4300000114348044,2.964217294280191,True,11,0.5481331797856003,2.3432086407172292,3.1795773104659264,True,103,0.47146627715754347,2.5548387414564853,2.9709990909036716,True,23,0.497,2.43,3.07,False,17
4,20,0.5757120814576643,2.426412464117345,3.171927397726668,True,18,0.6081368183991627,2.42891836755819,3.249653537266397,True,17,0.5723721586370286,2.2494814317048024,3.2765736221482986,True,25,0.5069427862728733,2.3813960472625695,3.1126808132351433,True,22,0.497,2.43,3.07,False,17
4,21,0.5799358752405075,2.4259681712859056,3.177833196430052,True,14,0.6242033833760948,2.436420552810955,3.2700101633802974,True,23,0.5732340036840006,2.247897526002994,3.2785665353538986,True,23,0.5075407641842009,2.3784626015547228,3.1146339028609225,True,14,0.497,2.43,3.07,False,17
4,22,0.5280193360369438,2.4299999072446448,3.130975983893148,True,10,0.5609342442762482,2.430000050863545,3.2011035005032538,True,11,0.5574828831676063,2.262644027371285,3.266054857076151,True,21,0.5006886594208991,2.411966057176839,3.1098124975960872,True,16,0.497,2.43,3.07,False,17
4,23,0.6288820120587606,2.4205128344905407,3.2551490392783347,True,13,0.6405067721596114,2.4137320254726813,3.3157368908943723,True,30,0.5838430267065096,2.2285287208207354,3.303647466860069,True,24,0.5147558327416275,2.3431540972839144,3.1381149644144655,True,15,0.497,2.43,3.07,False,17
4,24,0.5187187438688416,2.4299999460425856,3.1005680405703564,True,9,0.5548988063128704,2.4299999345857852,3.1723497251302515,True,10,0.5627871014341083,2.269134541310114,3.252105436812364,True,13,0.49953029633408225,2.4176633242255776,3.0864689613285963,True,21,0.497,2.43,3.07,False,17
4,25,0.562625292295079,2.4299997038525865,3.129157533869556,True,16,0.5879782637877858,2.425550016859381,3.197047840192196,True,19,0.5769454718807395,2.2601711605404176,3.2576937175346266,True,19,0.5044587513627694,2.393531500689629,3.0830177639108087,True,14,0.497,2.43,3.07,False,17
4,26,0.47072142711690407,2.4299998173534614,3.0418963905695455,True,12,0.5149528599057016,2.4299999516489246,3.1134052355821984,True,12,0.5601881239514052,2.284699568167758,3.2296522184583605,True,47,0.4941204771954503,2.444078734477564,3.05621643581221,True,8,0.497,2.43,3.07,False,17
4,27,0.5744194988157075,2.3962847659981876,3.2019030752682354,True,16,0.6537662318808465,2.433149317735692,3.340969963047176,True,29,0.5763769398125551,2.231248703313902,3.3024089841001607,True,50,0.5127692669009939,2.3528985665353246,3.143813396180817,True,11,0.497,2.43,3.07,False,17
4,28,0.5667082551114639,2.4300000251959286,3.151631315602318,True,13,0.5962778440356953,2.4293583945659867,3.22461470337331,True,15,0.5718789151576147,2.255459313717756,3.2675851954401356,True,56,0.5050864850106276,2.39040657447177,3.1008475747703215,True,21,0.497,2.43,3.07,False,17
4,29,0.3679565754107972,2.4378613111994896,2.957646856772219,True,12,0.41942367289045007,2.4299998888559236,3.0223733416407645,True,10,0.5579312220285797,2.322227490836219,3.206156505567028,True,14,0.4817906485207097,2.5043635103716246,3.010239051940184,True,11,0.497,2.43,3.07,False,17
4,30,0.6486389739040608,2.4059661875214244,3.3437925736569825,True,24,0.6822431003848731,2.417740713198438,3.443324979019344,True,24,0.5463366356189525,2.1701626884232628,3.29270778659485,True,52,0.521062966835585,2.3123918502762604,3.191692234788448,True,26,0.497,2.43,3.07,False,17
4,31,0.23866905873643335,2.5222885056963236,2.858210427604588,True,25,0.2756124252177715,2.452750597772759,2.9119053632766896,True,32,0.5432171164707479,2.3671113417808742,3.149440059933058,True,35,0.45801000953316406,2.6206531249801213,2.911150338983149,True,53,0.497,2.43,3.07,False,17
4,32,0.544298173555596,2.429999844417395,3.1402403650490136,True,10,0.576209520426153,2.430000003442323,3.2120013609152274,True,11,0.5631097791311462,2.2593199833751783,3.2670312515523894,True,26,0.5025661781541035,2.4027846934360237,3.1070823006964834,True,10,0.497,2.43,3.07,False,17
4,33,0.6487420080271519,2.428733655220936,3.3308821509207887,True,28,0.6921307999982509,2.445658098300722,3.4467804714820973,True,27,0.5423347212404541,2.186760302152141,3.285496944260576,True,19,0.5164342496470067,2.3349794912298925,3.1804576587309166,True,10,0.464163471009258,2.3436533143800187,3.223307987478061,True,25
4,34,0.6171803388748631,2.4306954766813442,3.2770578376595045,True,20,0.6409541473918905,2.432293065009488,3.352287003251026,True,16,0.49036982795197026,2.1551573707344183,3.220266049944678,True,50,0.5118829300308205,2.35723215150683,3.1687687721292788,True,11,0.497,2.43,3.07,False,17
4,35,0.4732975051511724,2.4299997545231253,3.022938419724054,True,12,0.5202966402979516,2.4300001074194517,3.096859312200541,True,11,0.568944454352096,2.2872856231107965,3.219370001697238,True,36,0.4944794771901421,2.4423234215897187,3.035500661281782,True,11,0.497,2.43,3.07,False,17
4,36,0.6026635175726066,2.4254384336755552,3.2163928905944372,True,18,0.6387576366974076,2.4326342500365024,3.304696588480531,True,28,0.5756265513724964,2.2388571010088847,3.291220568837841,True,13,0.5105199338569146,2.3638965369968816,3.1295488976885233,True,9,0.45199130005507704,2.370911279750035,3.1718183064691976,True,23
4,37,0.33811035177003995,2.4281511210258317,2.930870261920278,True,23,0.4083234732715632,2.4299999742307463,3.0018794814051653,True,10,0.5640093992077269,2.3284910106357932,3.1982943540409896,True,30,0.4803805356313989,2.511252560549264,2.992013451676425,True,27,0.497,2.43,3.07,False,17
4,38,0.6691084671290513,2.407361764143011,3.4057857740483586,True,29,0.7014746421187562,2.420269501187346,3.5113123855118196,True,28,0.5499652860305391,2.1614727193533585,3.3160705109943507,True,75,0.5240090810015852,2.297941839586943,3.216710019911716,True,15,0.497,2.43,3.07,False,17
4,39,0.5264631491212014,2.42999996330757,3.1136043757587135,True,11,0.5611922177072871,2.429999878754968,3.18528590217494,True,17,0.5623614727665817,2.2659614699022472,3.257251908402535,True,31,0.5004373404634019,2.4131935810144793,3.0940181307460004,True,8,0.497,2.43,3.07,False,17
4,40,0.37744738427974184,2.430000164748324,2.9920404585359353,True,18,0.4317601130529591,2.4300000194031623,3.0591803697297513,True,11,0.5388537382502888,2.306898568297338,3.2157488140850283,True,22,0.4834949786647797,2.496030510888939,3.0458983436660136,True,9,0.497,2.43,3.07,False,17
4,41,0.5269004688313849,2.429999778201297,3.0936299176156945,True,11,0.5671350688137907,2.4322365920668365,3.1700695777203873,True,18,0.5695091554535467,2.2695846111248787,3.247016117602238,True,13,0.5003990884508757,2.4133806074284045,3.07432176147041,True,8,0.497,2.43,3.07,False,17
4,42,0.42794438274618696,2.4319785826958267,3.000522025801571,True,14,0.4765450289285756,2.430000053385633,3.0694927973499326,True,9,0.5678227177651777,2.306494092218903,3.226033895026683,True,16,0.4891570198604679,2.468337479278136,3.0338660917096583,True,39,0.497,2.43,3.07,False,17
4,43,0.04705125774881558,2.403755109727143,2.7865011762432426,True,39,0.1885581324827357,2.4282588647240426,2.85652708649906,True,18,0.5548471902220727,2.3838140497860425,3.128335108596674,True,20,0.44660533955857934,2.676416780966659,2.842925747162327,True,28,0.497,2.43,3.07,False,17
4,44,0.6406456089698356,2.403423566470434,3.3219121227199433,True,23,0.6745459557214976,2.4146995609529425,3.419167915716252,True,32,0.5322163361621312,2.159090036066605,3.266904483994164,True,15,0.5203390935325916,2.315886505295498,3.1827489889222247,True,16,0.497,2.43,3.07,False,17
4,45,0.6194840563403887,2.419858081273419,3.267008005401536,True,29,0.6686985527903816,2.4383920932308407,3.380123254924052,True,30,0.5746997541109456,2.2254450129918353,3.311892366703411,True,40,0.5140989562420368,2.346535811950202,3.1580736741638464,True,72,0.497,2.43,3.07,False,17
4,46,0.1730439576331526,2.422700612467872,2.8343641094149343,True,34,0.2967128576127338,2.4398494962147455,2.9099861518635577,True,17,0.5616460715263738,2.3631452352391027,3.154482479055598,True,37,0.4636472052828816,2.5930610304235304,2.9104640483422823,True,31,0.497,2.43,3.07,False,17
4,47,0.6049844987788913,2.4186586441315665,3.202189977371569,True,18,0.61535952184416,2.40903136027989,3.2585385758851553,True,23,0.5847687598453833,2.2392802151690767,3.286890124634297,True,54,0.5118662200300398,2.3572166262784835,3.1150461345369123,True,32,0.497,2.43,3.07,False,17
4,48,0.6473549234282615,2.403972639088992,3.339911635994837,True,24,0.6803618732358068,2.4152750422222393,3.4379280922372235,True,25,0.5465188240143359,2.169381080367575,3.2909986340026847,True,23,0.5212403964818633,2.3114804597548777,3.190015782107398,True,10,0.497,2.43,3.07,False,17
4,49,0.29482052438913814,2.440344354553039,2.9093505873045538,True,16,0.3590650153315773,2.430000094044889,2.9738565136834505,True,17,0.5523555376328232,2.339513728527099,3.184299787552027,True,21,0.47385788552748354,2.5432551649752813,2.976601294267763,True,65,0.497,2.43,3.07,False,17
4,50,0.5495319788410398,2.4299999301318036,3.1276085933973783,True,10,0.5878159721517178,2.433303941125761,3.2065230324101566,True,15,0.5701299642777891,2.2613473701311664,3.2595708461189603,True,36,0.5030514174326681,2.4004124813625562,3.0912418903934413,True,9,0.497,2.43,3.07,False,17
4,51,0.5636898474114466,2.4299999148814675,3.179906391050023,True,12,0.6135423140277029,2.443893696112988,3.275281639917756,True,14,0.5614246611836564,2.250008924393254,3.282380259971663,True,13,0.5050245478889748,2.390765182798643,3.1296098767217115,True,10,0.497,2.43,3.07,False,17
4,52,-0.191245490609002,2.4069549087124233,2.7242551172482012,True,42,0.2849358150859407,2.794203740698482,2.7907692705384264,False,52,0.5304648516980052,2.421013180528228,3.0813699796338274,True,25,0.28766016904145797,2.7741902286817606,2.784186930308028,False,50,0.497,2.43,3.07,False,17
4,53,0.39643014767884865,2.4299997983555706,2.9527882363140283,True,13,0.457902547349235,2.429999999813663,3.0258882262175555,True,10,0.5807168681050873,2.319525698063094,3.2094795435238925,True,58,0.48653094632118815,2.4811862745871496,2.996179207766667,True,10,0.497,2.43,3.07,False,17
4,54,0.47594933363984293,2.4299997587214786,3.044551757815225,True,11,0.5198115872568677,2.429999841374722,3.116600081805242,True,12,0.5616460638972887,2.2835582889022765,3.230192063359822,True,26,0.49470453762253996,2.4412231766623167,3.056105360900101,True,8,0.497,2.43,3.07,False,17
4,55,0.4617135102155934,2.4299998580990017,3.0581228078889984,True,11,0.5038024818984326,2.429999913028347,3.126787962187349,True,12,0.5499147268129161,2.28361910512832,3.240237559592933,True,33,0.4929999255522509,2.4495574511732245,3.077681137415149,True,9,0.497,2.43,3.07,False,17
4,56,0.009286362976850362,2.4569269189655323,2.786595110278936,True,41,0.16890523318420014,2.4575841693170832,2.8586345934399353,True,21,0.5347759469383063,2.3896588387447215,3.1209651212611886,True,14,0.4322607809236937,2.746531160386064,2.8117231167006027,True,20,0.497,2.43,3.07,False,17
4,57,0.5764692458855801,2.4316203246566452,3.1840144982751126,True,13,0.6153441301932434,2.4386646424658784,3.2692352670141074,True,20,0.5666625114059548,2.2490207717658466,3.280495551558752,True,26,0.5061419989406298,2.385215190323575,3.122825743163488,True,35,0.497,2.43,3.07,False,17
4,58,0.6760134491109684,2.394409851088627,3.422710116755892,True,31,0.6871731505778483,2.3927057273439862,3.4884858534569756,True,26,0.5536756842186398,2.14871236106138,3.318529926344367,True,26,0.5275525122642729,2.2806188060233263,3.220924939318954,True,21,0.497,2.43,3.07,False,17
4,59,0.507820628817347,2.429999956148464,3.0830674904595634,True,10,0.5461894424977202,2.429997706993404,3.1552101954126592,True,26,0.563318716769979,2.273394846781953,3.2450929168177773,True,13,0.4982655211450514,2.423822047371998,3.076197088162267,True,11,0.497,2.43,3.07,False,17
4,60,0.3397146084775249,2.4381105355555,2.9367855523076267,True,19,0.3963527717872154,2.429999956737791,3.0012330378768057,True,11,0.556746920788118,2.3292642348392842,3.1972666265870555,True,51,0.47885241295127495,2.5187314697064553,2.996142397601597,True,29,0.497,2.43,3.07,False,17
4,61,0.25184471348609927,2.427737071880295,2.8737761026152064,True,30,0.35517011925618286,2.4396555095961294,2.9502215722605487,True,13,0.5634165600237211,2.3483900608932355,3.1728930084698486,True,38,0.47164917126132916,2.553948057983597,2.947039821080536,True,12,0.497,2.43,3.07,False,17
4,62,0.3983073394035341,2.4299999550211955,2.9968051307939643,True,11,0.4512497376140479,2.430000053855814,3.06535545161634,True,9,0.5454395036328207,2.3022639221502983,3.2153391367807864,True,13,0.48600722799898316,2.483747462455539,3.0428771077172176,True,14,0.28838076182999056,2.382027084463939,3.0295041540674545,True,15
4,63,0.32916996735569853,2.437506609720077,2.9286487333642777,True,21,0.38905472318782647,2.430000022129744,2.9937577660211847,True,11,0.5571865208177655,2.3318403845943783,3.19405666417369,True,57,0.4778930715350661,2.5234283529789505,2.9902187898466184,True,26,0.497,2.43,3.07,False,17
4,64,0.6264749362201462,2.4227007354269086,3.256098965477347,True,13,0.6421276716303278,2.4185355253283394,3.3217271308935388,True,27,0.5808690887371586,2.2291351572887472,3.3038540746735396,True,30,0.5141020737947785,2.3463820778903637,3.1413520863843414,True,10,0.497,2.43,3.07,False,17
4,65,0.4225946853264522,2.48499649902807,2.954406785900705,True,19,0.4047810893642491,2.429999951636342,2.9899889830509423,True,11,0.5696793549596423,2.332004072831746,3.1937342265492323,True,33,0.4798741332108911,2.513681761245788,2.9796026029465876,True,49,0.497,2.43,3.07,False,17
4,66,0.6446777947482784,2.4182991306056034,3.3254377812776834,True,24,0.6879730049270812,2.4353892274240128,3.440228901662994,True,25,0.5916203018490106,2.225630081816761,3.3524996310665016,True,32,0.5179568509173273,2.327584025415543,3.180735358635142,True,25,0.497,2.43,3.07,False,17
4,67,0.01293697654086973,2.448110855569915,2.7857830758581694,True,40,0.17068071958066433,2.4553107972148944,2.8573328184803373,True,23,0.5376243320886459,2.3892773940217844,3.121447771485231,True,11,0.4342228450210565,2.7369383012978457,2.8155743619011613,True,36,0.497,2.43,3.07,False,17
4,68,0.41988757812207816,2.4300000075705874,3.0099794644630338,True,12,0.4698944783149935,2.4300000870271097,3.0789914380362586,True,11,0.5493860716955111,2.296907177071558,3.219777260538143,True,26,0.48843348040450485,2.4718819087025916,3.047785724491803,True,11,0.497,2.43,3.07,False,17
4,69,-0.042988284102279686,2.357981938011761,2.7394330337122295,True,42,0.09699623052670533,2.393045604412939,2.802716366550914,True,31,0.5723050981485273,2.400969174528368,3.1066765844922077,True,10,0.3181995331332951,2.754574798967214,2.754871976244577,False,53,0.497,2.43,3.07,False,17
4,70,0.6281621259514248,2.3995069470401864,3.2891754670520523,True,22,0.6613715478859084,2.4092625569683226,3.3810756075165895,True,29,0.5846220526014729,2.212444047822485,3.3277669953872504,True,17,0.5192933909219015,2.3212667699505123,3.1689448285141184,True,35,0.497,2.43,3.07,False,17
4,71,0.6463296274642828,2.3977243426754327,3.3351498119698206,True,22,0.6734928523767444,2.4050378253159574,3.4225774969538008,True,30,0.5475408509602252,2.1654914279084543,3.2879032839014464,True,19,0.522261112021221,2.3064898389810846,3.1873908141795466,True,10,0.497,2.43,3.07,False,17
4,72,0.6124026840386642,2.4351928905951774,3.256030011093866,True,18,0.645418128443514,2.4418244367782895,3.3429031997846534,True,14,0.5657816365904267,2.2341030142390137,3.3035472539710584,True,37,0.5102088956089769,2.3654171694101342,3.1549614262618935,True,9,0.497,2.43,3.07,False,17
4,73,0.23415269700379623,2.434070993420929,2.865091779586031,True,30,0.3370470108332072,2.4415815331636197,2.939335233933042,True,30,0.5603290385625068,2.3530027427960487,3.1672681402835634,True,35,0.4689027801054469,2.5673764191197184,2.9382543066721456,True,12,0.497,2.43,3.07,False,17
4,74,0.3456597457984817,2.4299999307034943,2.9738952352091204,True,12,0.4038539918496891,2.430000105242688,3.03967826701941,True,10,0.5338476921772612,2.3151269692419176,3.2093002643985717,True,22,0.4798321043997502,2.513939495812914,3.0371256399997044,True,10,0.497,2.43,3.07,False,17
4,75,0.44077539800551724,2.4291698702584115,3.0087679191934784,True,14,0.4919281182922764,2.4299999950946525,3.0812874996615935,True,11,0.5595548256129121,2.2934002019582023,3.216293567827971,True,31,0.4910464905004293,2.4591085956293415,3.0371020230460957,True,9,0.497,2.43,3.07,False,17
4,76,0.423461975026565,2.4299999068807128,3.0131493322972176,True,10,0.4731306087234334,2.4300000182415675,3.0826027375096325,True,9,0.5496918291375689,2.2959121242300524,3.2210565945904066,True,13,0.48882380462487773,2.4699762024431378,3.0495491694267027,True,9,0.4583451960360769,2.5041346154491233,3.1213353658003538,True,11
4,77,0.40818587224873915,2.5213815030509497,2.93657247923899,True,22,0.347265002227093,2.4300001577682946,2.9575189139081157,True,16,0.5571141812599903,2.344687300635699,3.177745948088776,True,31,0.4723419547547326,2.5505564217017,2.960907040316924,True,25,0.497,2.43,3.07,False,17
4,78,0.6549555898586237,2.4050840272706084,3.3612682827584464,True,24,0.6872900709431613,2.4165765739145635,3.4610423455433876,True,31,0.5476662979979762,2.166629612472134,3.2989056184141865,True,29,0.522174127705989,2.3068339855680464,3.1985171426515557,True,29,0.497,2.43,3.07,False,17
4,79,0.5560918509216982,2.4309314209730317,3.1505804653177436,True,22,0.5984008707473222,2.438184630758521,3.235107838778076,True,15,0.5658348616001962,2.2567386014731743,3.2692090945209213,True,44,0.5037648042750761,2.3969246083462434,3.1079910058342275,True,14,0.497,2.43,3.07,False,17
4,80,0.62299315169125,2.338348189434262,3.33371322132535,True,26,0.5956385665541233,2.3049891606781077,3.333006335775505,True,24,0.5583487331846205,2.137631918344457,3.3156169403595883,True,28,0.5308363730334945,2.2645922388115562,3.2175171677501715,True,32,0.497,2.43,3.07,False,17
4,81,0.6347199840464711,2.4198449210754065,3.3012523977896526,True,31,0.6806521562713744,2.4376830216693506,3.415826174177344,True,28,0.575571508301686,2.218025892758594,3.3225972574466796,True,31,0.5162113023027588,2.3360693521893015,3.171432278202794,True,10,0.497,2.43,3.07,False,17
4,82,0.26186594892270726,2.430092273958402,2.890351554812799,True,25,0.34361546247355185,2.43000001393363,2.959080034944075,True,11,0.553691223239805,2.344537620258906,3.1779691048062757,True,54,0.471832325704094,2.5530522823139354,2.963862632755522,True,25,0.497,2.43,3.07,False,17
4,83,0.36179689164770484,2.425590232832403,2.943937901510199,True,21,0.43203669539127443,2.4299999757192703,3.017982698297164,True,13,0.5689056629124926,2.322951314829448,3.205243675927674,True,22,0.48334474467295835,2.4967662952906347,2.9995805270284954,True,16,0.497,2.43,3.07,False,17
4,84,0.42617831153647184,2.4984014762512583,2.945860928271625,True,20,0.39781495228280184,2.435312702658984,2.97853196261315,True,13,0.5708588700288396,2.33708130461274,3.1873909022362676,True,11,0.477957435600446,2.5231049731924284,2.9675710560513107,True,12,0.497,2.43,3.07,False,17
4,85,0.45162179058652124,2.4299998139734162,3.0154952904309025,True,10,0.5000338158518582,2.4299999362520874,3.0873088536577464,True,10,0.5615496956135038,2.2912070670775204,3.218274631199776,True,14,0.4920912903074937,2.454008023771734,3.0387921442376493,True,15,0.497,2.43,3.07,False,17
4,86,0.35101871220130054,2.4299998810119585,2.9595585199902983,True,11,0.41209135386363,2.430000036381508,3.02738047642804,True,10,0.5499065504943166,2.320895190058012,3.2078398586267376,True,12,0.480907265033589,2.5086817508659247,3.0194988730990895,True,18,0.497,2.43,3.07,False,17
4,87,0.2813461981409264,2.442917930203756,2.903888937907818,True,22,0.34446828909538635,2.4300000678916738,2.9663541840692647,True,13,0.5486829389367929,2.342328192865486,3.180759783043591,True,18,0.471961740623188,2.5524114985972655,2.9727702737774155,True,16,0.497,2.43,3.07,False,17
4,88,0.5320678019276901,2.429999980659667,3.110728420561059,True,10,0.5669241582391734,2.429999947022735,3.1832636267946612,True,12,0.5663249925066909,2.265973690375388,3.2546540489181885,True,30,0.501044558000007,2.4102246905759555,3.0874123310244057,True,8,0.497,2.43,3.07,False,17
4,89,0.5818297196995289,2.4261309086603964,3.1813836004097706,True,15,0.6264408382192329,2.4369889011438857,3.274497050574731,True,29,0.5731690630916115,2.2471343065202247,3.279735035245622,True,27,0.5077510104316586,2.377434874791993,3.1162845749889048,True,15,0.497,2.43,3.07,False,17
4,90,-0.21612217385775026,2.428899288804299,2.7257076423593767,True,36,-0.014914926482863352,2.4234489573712503,2.7915965458452505,True,27,0.5232011255663485,2.4206411852525327,3.0818237257518697,True,35,0.32812986670632155,2.788662513213565,2.7850238175786246,False,61,0.497,2.43,3.07,False,17
4,91,0.5536108508451552,2.428792422261402,3.142806647801919,True,14,0.5964758411421968,2.436008285853947,3.2274132595209544,True,18,0.5679273017324146,2.2576097568804023,3.26658992251259,True,24,0.5038226379476413,2.3965731393062204,3.1027020700276475,True,23,0.497,2.43,3.07,False,17
4,92,0.23500832163053614,2.399763142417274,2.8642574685420636,True,28,0.36191693120136714,2.434505837813744,2.948580115513847,True,16,0.5709191398241232,2.3469440514369375,3.174946005043276,True,38,0.4735658947425908,2.544591726416766,2.944931760457355,True,19,0.497,2.43,3.07,False,17
4,93,0.22299797522292727,2.4025373675606927,2.8578859342693144,True,38,0.35058959296947706,2.4353034216767444,2.941168262312488,True,16,0.5695418626851092,2.3500795480903203,3.1709695671432057,True,19,0.47184669040074456,2.552979716903373,2.9384755241712406,True,16,0.497,2.43,3.07,False,17
4,94,-0.06054844060116473,2.4421946074141974,2.7643773001833023,True,39,0.11655545316341277,2.457115268870943,2.8352673973367315,True,21,0.5335974640873136,2.399284828286229,3.108771521034308,True,53,0.35639604790498364,2.7697714944872707,2.7900974721063654,False,58,0.497,2.43,3.07,False,17
4,95,0.5859595905418689,2.43645099351109,3.2092939781563934,True,13,0.6229846042533108,2.443422231007769,3.2946245007527484,True,19,0.5624791828744898,2.2453013250843035,3.2887696114279734,True,26,0.506535098717385,2.3833565034222155,3.1375663211628977,True,16,0.497,2.43,3.07,False,17
4,96,0.38155573469385173,2.4299999597947206,2.9782250606545926,True,11,0.43836913299517377,2.4299999609191496,3.047196342048654,True,12,0.5461281119184764,2.3071795644862556,3.206641098295707,True,25,0.48428256730727937,2.492148327249961,3.0293053600002002,True,17,0.497,2.43,3.07,False,17
4,97,0.32485329772994287,2.4380227486637667,2.926305556936212,True,22,0.38520847584381,2.429999852997546,2.991429398660556,True,15,0.5563578418575394,2.332810671721053,3.192791704989452,True,34,0.47735186967023807,2.5260661506303905,2.9886816088147707,True,10,0.497,2.43,3.07,False,17
4,98,0.610628219717601,2.4235946461901046,3.2267501702921857,True,13,0.6364545978217591,2.4248019626261557,3.3032329581219066,True,28,0.5785245574822188,2.235817467652881,3.294596742042122,True,39,0.5118486985555922,2.357379233136553,3.131340261205595,True,15,0.497,2.43,3.07,False,17
4,99,0.5795106106631932,2.4275423473372144,3.187624589527983,True,19,0.6211122642764305,2.4367098463587107,3.276959782768243,True,20,0.5692364015274906,2.2465022361741243,3.2828260712537713,True,27,0.5073115393800474,2.3796508090438535,3.1238801107507848,True,36,0.497,2.43,3.07,False,17
5,0,0.4696184310838757,2.4300005572804526,3.0671496768364372,True,23,0.5105238765349459,2.430001010606041,3.1360631279539923,True,13,0.5503434225179707,2.281050821414774,3.2438083763885346,True,43,0.4938901585013329,2.4451895380101405,3.0826336573728947,True,34,0.497,2.43,3.07,False,17
5,1,0.38466750776993547,2.4271261738317675,2.9575698785102063,True,31,0.44915553464348823,2.4300001653952092,3.030968153179117,True,13,0.5719940017949294,2.3184608762699876,3.2109556298742117,True,62,0.4855459538626912,2.4860039766095996,3.0062278636059157,True,15,0.497,2.43,3.07,False,17
5,2,0.27604038083725546,2.4409867499115143,2.8985932297711883,True,27,0.3432696180202542,2.430000088995286,2.9624829452172685,True,16,0.5507915166083566,2.343509160200639,3.1791009078315824,True,50,0.47179680319684947,2.5532805964772605,2.968229584866783,True,64,0.497,2.43,3.07,False,17
5,3,0.3910381983597463,2.428134481104915,2.9637344921479425,True,36,0.45279691989828297,2.430000072554721,3.0363924674212073,True,10,0.571128059006419,2.3168088510562255,3.2130543519941694,True,98,0.4859151381468112,2.483641704434925,3.010307431367216,True,33,0.497,2.43,3.07,False,17
5,4,0.5730869546286613,2.4282923181797957,3.1719101703295123,True,15,0.6129021582810521,2.435398537515003,3.2574639234779443,True,18,0.5698920318524782,2.2502932773819078,3.2764473790780113,True,52,0.5062908796890722,2.3845170281618984,3.1146789830833397,True,33,0.497,2.43,3.07,False,17
5,5,0.4600660564474325,2.430000581294094,3.040257989221907,True,31,0.5048356251319602,2.4300000784162235,3.110873844395741,True,12,0.5557619338691637,2.2864498757177687,3.2304863303577114,True,32,0.49290234872777067,2.4500277560369925,3.0601475840151147,True,50,0.497,2.43,3.07,False,17
5,6,0.32781913271376517,2.439070905550141,2.9295995471302376,True,17,0.38590543045232795,2.429999856093147,2.9938596551715944,True,12,0.5551333297752429,2.332058353130592,3.1937756974973586,True,43,0.47745930106709455,2.525574373956594,2.991344306655674,True,44,0.497,2.43,3.07,False,17
5,7,0.45100520453412196,2.4300002494015662,3.0142178036171203,True,15,0.4998731472204941,2.4299999993701538,3.086499395332836,True,11,0.5617857227697564,2.291477670100604,3.217678905591395,True,80,0.49202646804472744,2.4543048625340362,3.0377644792828904,True,31,0.497,2.43,3.07,False,17
5,8,0.4367492698119925,2.4318946954555596,3.00873479002526,True,30,0.4839884889638476,2.4300000706147995,3.0779649272772014,True,8,0.5567175231870244,2.2949671568525583,3.216148612830867,True,39,0.4900764635427702,2.46367472628606,3.0385036741747795,True,44,0.497,2.43,3.07,False,17
5,9,0.42667469015873416,2.4300015827634205,3.0318249267430284,True,22,0.47319149011143746,2.429999631098232,3.0994543744147967,True,16,0.5439184842246995,2.293114187765833,3.2314955193233015,True,35,0.4889827710736041,2.4691224784185044,3.0678195998864832,True,22,0.497,2.43,3.07,False,17
5,10,0.5643149857841143,2.431093727171256,3.1635004133553286,True,30,0.605182245329826,2.4382501538665284,3.2481982010071047,True,15,0.5663327064970479,2.253718690691627,3.273684848046672,True,52,0.5047373886348915,2.3921521475429386,3.1137120314830518,True,37,0.497,2.43,3.07,False,17
5,11,0.2671843748975263,2.4181545862466036,2.8823024922428244,True,30,0.3745512848664912,2.437474246105312,2.9623463354867363,True,18,0.5670891617247162,2.3433557017977824,3.1793907274819073,True,44,0.4746026127465253,2.539560666903133,2.9562788563972346,True,87,0.497,2.43,3.07,False,17
5,12,0.24344132065346163,2.4085396228738856,2.868935441904212,True,31,0.3632464898151085,2.4360930045787828,2.9516137672293317,True,14,0.5688355799583096,2.346698078098275,3.1752000069594892,True,80,0.47322719022923515,2.5456297785892157,2.9470495357231616,True,45,0.497,2.43,3.07,False,17
5,13,0.24354568405096796,2.4025433445114888,2.8630801066899023,True,23,0.3593647490319304,2.4274759051983223,2.943990795951952,True,17,0.5757858963853157,2.3466177133371757,3.1752712562157672,True,37,0.47449078985246573,2.540149497789395,2.94167334513922,True,73,0.497,2.43,3.07,False,17
