,,bg,bg,bg,bg,bg,bg,bg,bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,no_bg,bg_rescale,bg_rescale,bg_rescale,bg_rescale,bg_rescale,bg_rescale,bg_rescale,bg_rescale,no_bg_rescale,no_bg_rescale,no_bg_rescale,no_bg_rescale,no_bg_rescale,no_bg_rescale,no_bg_rescale,no_bg_rescale
,,c,A1,A2,tau1,tau2,red_chi2,nfev,success,c,A1,A2,tau1,tau2,red_chi2,nfev,success,c,A1,A2,tau1,tau2,red_chi2,nfev,success,c,A1,A2,tau1,tau2,red_chi2,nfev,success
0,0,0.35608822098755044,0.50545766368275,0.49454233631724986,2.242893874416618,3.030860278882142,0.9349654389072766,199,True,0,0.5053135719366566,0.49468642806334345,2.2574133616044407,3.045267441325751,0.9319332389253603,118,True,0.008340706445328028,0.7345489814027253,0.2654510185972747,2.3796443545570583,3.007996261206137,0.7075877092825814,339,True,0,0.6684864622021074,0.3315135377978926,2.4264096847790806,3.0868601426096296,0.6620823873451138,62,True
0,1,1.1381623028038357,0.4570858513340576,0.5429141486659423,2.281904042413417,3.034882516115154,0.9284291374303593,373,True,0,0.451030893994071,0.5489691060059291,2.348187770639975,3.0755371709650134,0.9277164706541844,116,True,6.071546581054577e-07,0.7236826145688657,0.27631738543113427,1.9506015396577712,4.343018883015911,0.7914472375945328,677,True,0,0.76056681767917,0.23943318232083,1.7432182429460772,7.213472156046658,0.7657749960372582,282,True
0,2,1.0679076431168442,0.4791569850392749,0.520843014960725,2.140322279356237,3.0162053924661505,0.6484339519207327,349,True,0,0.4943838353488485,0.5056161646511514,2.0352159520154176,3.232437047216477,0.6459822353279255,287,True,6.812860628202522e-05,0.7960712908438548,0.20392870915614525,2.0350616419664305,4.627151041615078,0.5517744227760228,1001,True,0,0.8191280270944894,0.1808719729055106,1.8228044357426927,9.65004598825766,0.4699995123449889,276,True
0,3,2.630923027747531,0.47886066626964535,0.5211393337303546,2.3343495362816196,2.8832478881039574,1.086401696535546,263,True,0,0.5015631526413468,0.4984368473586533,2.024632928072251,3.4518729583074634,1.0816289068802438,363,True,0.0006747567169420599,0.5400812962796548,0.45991870372034516,2.0321326268564017,3.5229056962108087,0.8318919668515139,588,True,0,0.6168383580112657,0.38316164198873426,1.9737265884077435,4.190504140892033,0.7170616504249578,214,True
0,4,2.869677614157092,0.4738081694812966,0.5261918305187033,2.546632306592449,2.5558402227842647,0.9424218492747737,599,True,0,0.4538251847752499,0.5461748152247501,2.0577081150606222,3.1985149951106226,0.9474281299042632,237,True,7.622639346394067e-07,0.9537960306464954,0.04620396935350457,2.1040599077564477,29.71941497477458,0.9309540721949547,518,True,0,0.9017338527053045,0.09826614729469552,1.8148988571777664,27793531138.104874,0.9942604754076719,220,True
0,5,0.3251483606859551,0.43610048925673883,0.5638995107432612,2.286279757481718,3.0528270824310617,0.9616838954465171,200,True,0,0.43573855168118214,0.564261448318818,2.3044685809326113,3.061671349774347,0.9585933552958368,117,True,0.004000061237562136,0.21304173361461398,0.786958266385386,1.0174771716764215,2.811771667226269,0.8643971265143318,773,True,0,0.9031359891829076,0.0968640108170924,1.879755819639978,2369718249852.2485,0.9403199220319951,379,True
0,6,2.612336404878914,0.4530305955444587,0.5469694044555412,1.903758766420807,3.026072110446334,0.9323585011706389,391,True,0,0.47837414100726033,0.5216258589927396,1.7611355677675822,3.429845487937751,0.9341532285982467,279,True,1.8723501638007178e-07,0.960503735814374,0.03949626418562602,2.0604448213629167,1.2878869253572128e+16,0.904480401036945,528,True,0,0.89656592099797,0.10343407900203005,1.7351482196159633,143858317816.74802,0.8112209263149006,232,True
0,7,1.8601071191955536,0.4998072455164012,0.5001927544835988,2.1936764677255853,2.994116602084346,0.8820811176112707,377,True,0,0.5234008627466069,0.47659913725339315,2.074252456820831,3.3458402020334432,0.8810705090084969,278,True,0.0013889004469169741,0.7510195433903095,0.24898045660969048,2.153782773679408,4.141424106900123,0.6834671397202,774,True,0,0.7579543919844081,0.24204560801559194,2.1363905224781448,4.527724942677922,0.6025732355759303,210,True
0,8,0.21918041856244685,0.43420573925658323,0.5657942607434168,2.298831559806582,3.0577948004691526,1.0450681906323358,201,True,0,0.43401715936826013,0.5659828406317398,2.3095747793088486,3.0619819972169102,1.0411150104843683,119,True,1.2093236039234512e-06,0.8902699691403322,0.10973003085966782,2.08088570943276,7.0720593273712975,0.9817888208797324,591,True,0,0.8803467947278865,0.11965320527211354,1.7810193089075455,104.79925816684259,0.846789135228283,268,True
0,9,1.3632919717745797,0.502726066909754,0.4972739330902459,2.2899465231735396,2.995410896854047,0.8994008106118717,298,True,0,0.4947491206055881,0.5052508793944119,2.352804420248777,3.0703129309045787,0.9012057352827617,116,True,0.01145232306210886,0.6766176876636669,0.3233823123363331,2.3497166999717662,3.0113679429780325,0.6866485623952545,340,True,0,0.6068202192965628,0.3931797807034372,2.4270541270657544,3.078884094434791,0.6966814169359312,62,True
0,10,1.749824070966719,0.4704353737740265,0.5295646262259734,2.3232018348718566,2.966961903049262,0.8644580545860059,367,True,0,0.47276884338947733,0.5272311566105226,2.067852737132009,3.345830304015678,0.8600895702444787,236,True,2.968891799071116e-10,0.13588693055144052,0.8641130694485595,0.6253742787251291,2.8737306115013497,0.6628056437947157,940,True,0,0.7038531292345398,0.2961468707654602,1.700905679032394,6.16789705884878,0.6684087983984719,245,True
0,11,1.5222322867947948,0.47547746108246985,0.5245225389175301,2.1727132904629105,3.066450573685832,1.0179285415967851,365,True,0,0.5065439000542855,0.4934560999457144,2.0291232787465296,3.3993053594291487,1.0115992736745367,278,True,0.00019263989991102903,0.5682363032703763,0.43176369672962367,1.79419756509312,3.6642611231354953,0.8315458114746824,927,True,0,0.7356669507088984,0.2643330492911016,1.7463970140156189,6.466498026660183,0.6019720114821869,274,True
0,12,0.15794359876766229,0.44702250238309943,0.5529774976169005,2.3457350183802546,3.0383862549897316,1.0294325444249204,202,True,0,0.44842920424903543,0.5515707957509646,2.344995480548987,3.046482335135906,1.0257573082917315,117,True,2.944791278225445e-05,0.7180294175637436,0.2819705824362564,1.9750804653182232,4.088183228137817,0.8737722065996347,942,True,0,0.7997303071067023,0.20026969289329766,1.8612533075536013,7.678791788625553,0.9767794861383187,277,True
0,13,3.7920132399468445,0.48837554093908137,0.5116244590609186,2.0191516620246293,2.9825439834211744,0.8563175278905327,288,True,0,0.5230136847058686,0.47698631529413144,1.8059975993390611,3.6456112681418027,0.8535615265463942,284,True,0.025031954945955004,0.09028683655794434,0.9097131634420557,0.009172075001089519,2.4573223985827584,0.643826957516349,1168,True,0,0.8248202180784061,0.1751797819215939,1.8358814383525606,9.71319977840619,0.674379911496911,279,True
0,14,0.1832059636525727,0.43394909424889055,0.5660509057511095,2.3072229288534922,3.0548451409206034,0.799532029376407,203,True,0,0.4340712758761584,0.5659287241238417,2.3134565188365572,3.0591257512310728,0.7970529170559056,119,True,0.0015515256589144766,0.13663768562264078,0.8633623143773592,0.04547173130313764,2.7425602562739937,0.6234228763364136,996,True,0,0.18243588169516145,0.8175641183048385,0.2367739192436884,2.9717375082962936,0.49094072751558737,1127,True
0,15,0.0,0.470103533209351,0.5298964667906491,2.562928871565697,3.0698197805696603,0.9199949810951225,115,True,0,0.47127052989830964,0.5287294701016904,2.5442901949639634,3.0751228492873075,0.9171572936223384,118,True,0.001039328092155234,0.5261420646304524,0.47385793536954757,2.4041279842137264,3.1000515269946094,0.7257767496577372,193,True,0,0.49729135379190414,0.5027086462080959,1.8963725247833922,3.8613143187673913,0.6652628975762881,181,True
0,16,2.1726275254196463,0.46393162216291844,0.5360683778370816,2.2088800057693585,2.9830381107793014,0.9008064288031258,296,True,0,0.4924507169867165,0.5075492830132835,2.0586133016130033,3.377531826740846,0.9017092986794013,279,True,1.1470387877521304e-05,0.5443827609218046,0.4556172390781954,1.6614071608049534,3.6643898762350258,0.7569489230566157,940,True,0,0.8163715623159364,0.18362843768406356,1.883585388561002,7.847017889508164,0.6718483240543626,278,True
0,17,4.440892098500626e-16,0.445787553329095,0.5542124466709051,2.7894626361187838,2.7852247040999973,0.8088100819797777,322,True,0,0.447888020243159,0.5521119797568411,2.7813153348374904,2.779696438776346,0.8064184323822918,238,True,0.0,0.7305819556743669,0.2694180443256331,2.2274307264259767,3.7538291403460438,0.7048208546749358,356,True,0,0.6122763328523662,0.38772366714763384,1.5987781598691306,5.237405705968903,0.6555966224498716,249,True
0,18,0.3323155651929821,0.4651920536356325,0.5348079463643676,2.3086108211545384,3.0391637550850694,0.8974382329278313,280,True,0,0.46508511217932297,0.534914887820677,2.3211456509750565,3.0548946920004107,0.8949095488648249,118,True,0.002918448637041493,0.9283459632333173,0.0716540367666827,2.404265396338345,4.770611165135136,0.7798140570066453,893,True,0,0.7255218615424175,0.2744781384575825,1.789476100361545,5.946557670255579,0.6862803016345973,244,True
0,19,0.1403698918524665,0.3964109297555852,0.6035890702444149,2.3524454514786095,3.0539108005867925,0.9038075101836703,206,True,0,0.3975432679588249,0.602456732041175,2.3531724534593192,3.058007256564097,0.9003273931483192,118,True,0.00021297329403391352,0.18830650512356462,0.8116934948764354,0.4783399372208439,2.7943213638537725,0.8675227612726107,1592,True,0,0.8886418599360362,0.11135814006396383,1.7202430338965908,34334870406.025837,1.0966801243774633,224,True
