,,A1,tau1,tau2
3,85,0.4986627617538781,2.5118449257632776,2.9460558844920857
3,86,0.503279968821274,2.285250306982407,3.1752890941117826
3,87,0.49691135378386986,2.406567594207387,3.1006987254296146
3,88,0.4988430413313098,2.4381494290847523,3.036934801247126
3,89,0.4956791856289622,2.5151857834821323,2.978704443860586
3,90,0.49540461471329866,2.4540062926898214,3.059380227517301
3,91,0.5038736948979169,2.299630716836223,3.1497859157454053
3,92,0.5468291233749772,2.773021864114498,2.775479673549307
3,93,0.4917523781116559,2.565441435981452,2.9637160005030023
3,94,0.5028677330359641,2.32474497111709,3.130522151143551
3,95,0.5324373691887372,2.755734699156401,2.7562930307135485
3,96,0.49484745936268487,2.4599902454025298,3.05870352221065
3,97,0.4850554257959884,2.7882698949903912,2.7879236051849654
3,98,0.49909899184978174,2.428298676265684,3.046216974809813
3,99,0.49739540771802104,2.4390753398923097,3.053645250620059
4,0,0.4920733589938277,2.556719939968509,2.9707697590775997
4,1,0.4909163180172236,2.641377196856991,2.8781102610389886
4,2,0.49596711811419186,2.4341054644845266,3.077573521091158
4,3,0.49794928881784223,2.373755496185475,3.1293303520677953
4,4,0.4989938663907803,2.3878067880747924,3.098673648872681
4,5,0.4951940283841621,2.464076960844446,3.049259443162116
4,6,0.4965993413432535,2.46732215361245,3.027797901402934
4,7,0.4949805222934756,2.476711581551012,3.0359347311473943
4,8,0.4993039691972931,2.382807749970449,3.1011581628712244
4,9,0.49461720520440605,2.461956869517426,3.059063896780457
4,10,0.49765446573514804,2.3943149510009185,3.106998377201616
4,11,0.5012171109828496,2.3236574244711887,3.1522517456232637
4,12,0.4912607788476897,2.5286368858624177,3.0162877240341572
4,13,0.49760841696453534,2.388871464757523,3.114444396334572
4,14,0.4967478860651086,2.4057376414453016,3.103767091668068
4,15,0.5036879620561384,2.291392466182025,3.162489390547278
4,16,0.4965939128782878,2.4120080350916555,3.0977474183742237
4,17,0.4988863819235981,2.3917902188605455,3.094968555521281
4,18,0.4934448165862956,2.546350468384303,2.966926900057798
4,19,0.49082281540876566,2.588207467304832,2.9464385843461756
4,20,0.49209171837177995,2.5869611838169613,2.9323367254312545
4,21,0.4991427510390238,2.3813472095030623,3.104994982606217
4,22,0.49656038846553635,2.451413732370364,3.0483775931539583
4,23,0.48926419608439564,2.6825488070520853,2.8465052536842586
4,24,0.49354706749387406,2.4971286706698668,3.0278493043282975
4,25,0.5012476897414582,2.322396495504946,3.15346720980413
4,26,0.4937075109624791,2.4831103754610147,3.043577615806758
4,27,0.49779671455870167,2.3670225789765063,3.139721397483657
4,28,0.5020312870640219,2.322018831474877,3.144263728615851
4,29,0.4960315495918132,2.479142788146436,3.0198784935746326
4,30,0.49983765066278835,2.3411326362269267,3.1472162061506865
4,31,0.4989807437984754,2.3872757937743785,3.0995063850861255
4,32,0.49311917933070226,2.5519951452887044,2.9638189243098085
4,33,0.4884478089743102,2.653388855140049,2.8934310134476386
4,34,0.4937148985705278,2.4944487943273126,3.0291614694154907
4,35,0.5014818350837599,2.3826847394456308,3.074407831247138
4,36,0.49992628430781344,2.3446089557510286,3.1417292891841373
4,37,0.49858479855925664,2.355202126060334,3.1449188645079853
4,38,0.4932368253892377,2.5098413623557394,3.0156214292737924
4,39,0.492692624478977,2.5360235645511824,2.9892662827614735
4,40,0.497594019609763,2.4122944727370346,3.0850301647580056
4,41,0.4664980689742001,2.7716815917047657,2.771614909086241
4,42,0.5017456814382483,2.3276452204554205,3.14068370113375
4,43,0.49155329570165807,2.6280872597466063,2.8870309969257617
4,44,0.4972161651033598,2.4377572213692393,3.057529288928147
4,45,0.49882970726502884,2.3558122954141223,3.141122600515145
4,46,0.49419249515775926,2.549420213382543,2.953811941873353
4,47,0.4992536028607384,2.35059068920315,3.142482603191605
4,48,0.49549863441736897,2.462444656650919,3.047558536530476
4,49,0.5005556558834278,2.3728792600004653,3.0982378689434698
4,50,0.4995033267680293,2.3571202828059055,3.1311481200327536
4,51,0.4967735216705,2.508438114054916,2.973701999049338
4,52,0.49679600322693673,2.421636974176273,3.0830859036320937
4,53,0.5008519494399544,2.3285851046336314,3.150537402466721
4,54,0.4951488789400956,2.5201091218271667,2.9790275613606045
4,55,0.4976129580962064,2.400542549594716,3.099643230349026
4,56,0.4953457049775188,2.44008189112496,3.0777000707184623
4,57,0.4911493070775424,2.5338088084940593,3.011130882780159
4,58,0.4980000226696838,2.3762170468800785,3.1255937255213344
4,59,0.4934088255849953,2.4933776988395313,3.034296190714175
4,60,0.4968712864362465,2.4044453775448167,3.1038751575190338
4,61,0.4988884474620954,2.38337032224549,3.105580632507985
4,62,0.49622984693774513,2.426236100650873,3.0842699182149245
4,63,0.49902711344287315,2.3973339093051362,3.0862263383592183
4,64,0.49978679748804883,2.366107572088275,3.1162915486362612
